Searched for chr	given interval low	given interval high	dnase overlap chrom name	node low	node high	node CellLineName	node FileName
chr1	7727853	7727853	chr1	7727355	7728166	GM18507	GM18507DukeDNaseSeq.pk
chr1	36789545	36789545	chr1	36788214	36789649	GM18507	GM18507DukeDNaseSeq.pk
chr1	89546802	89546802	chr1	89546763	89547033	GM18507	GM18507DukeDNaseSeq.pk
chr3	4463007	4463007	chr3	4462883	4463110	GM18507	GM18507DukeDNaseSeq.pk
chr3	52968725	52968725	chr3	52968703	52968984	GM18507	GM18507DukeDNaseSeq.pk
chr3	122388463	122388463	chr3	122388231	122388491	GM18507	GM18507DukeDNaseSeq.pk
chr5	167913602	167913602	chr5	167913156	167913706	GM18507	GM18507DukeDNaseSeq.pk
chr6	6712344	6712344	chr6	6712131	6712644	GM18507	GM18507DukeDNaseSeq.pk
chr6	170862335	170862335	chr6	170862058	170862560	GM18507	GM18507DukeDNaseSeq.pk
chr7	150130751	150130751	chr7	150130432	150130990	GM18507	GM18507DukeDNaseSeq.pk
chr8	135612744	135612744	chr8	135612477	135612936	GM18507	GM18507DukeDNaseSeq.pk
chr9	115983539	115983539	chr9	115983397	115984035	GM18507	GM18507DukeDNaseSeq.pk
chr10	13341377	13341377	chr10	13341373	13342307	GM18507	GM18507DukeDNaseSeq.pk
chr10	73820000	73820000	chr10	73819988	73820202	GM18507	GM18507DukeDNaseSeq.pk
chr11	35161075	35161075	chr11	35160313	35161392	GM18507	GM18507DukeDNaseSeq.pk
chr11	47600437	47600437	chr11	47600036	47601021	GM18507	GM18507DukeDNaseSeq.pk
chr11	128729844	128729844	chr11	128729641	128730165	GM18507	GM18507DukeDNaseSeq.pk
chr12	49390676	49390676	chr12	49390517	49390931	GM18507	GM18507DukeDNaseSeq.pk
chr12	58299249	58299249	chr12	58299043	58299508	GM18507	GM18507DukeDNaseSeq.pk
chr12	124418673	124418673	chr12	124418566	124418855	GM18507	GM18507DukeDNaseSeq.pk
chr13	22002079	22002079	chr13	22001964	22002255	GM18507	GM18507DukeDNaseSeq.pk
chr13	46676194	46676194	chr13	46676062	46676378	GM18507	GM18507DukeDNaseSeq.pk
chr13	95860573	95860573	chr13	95860134	95860581	GM18507	GM18507DukeDNaseSeq.pk
chr13	111365588	111365588	chr13	111364494	111366221	GM18507	GM18507DukeDNaseSeq.pk
chr15	90895957	90895957	chr15	90894996	90896114	GM18507	GM18507DukeDNaseSeq.pk
chr16	671681	671681	chr16	671443	671711	GM18507	GM18507DukeDNaseSeq.pk
chr16	1495299	1495299	chr16	1494376	1495414	GM18507	GM18507DukeDNaseSeq.pk
chr17	959514	959514	chr17	959225	959673	GM18507	GM18507DukeDNaseSeq.pk
chr17	3591821	3591821	chr17	3591342	3591823	GM18507	GM18507DukeDNaseSeq.pk
chr17	4316477	4316477	chr17	4316272	4316917	GM18507	GM18507DukeDNaseSeq.pk
chr17	10082255	10082255	chr17	10081964	10082297	GM18507	GM18507DukeDNaseSeq.pk
chr17	33864706	33864706	chr17	33864633	33864992	GM18507	GM18507DukeDNaseSeq.pk
chr17	74519373	74519373	chr17	74519145	74519643	GM18507	GM18507DukeDNaseSeq.pk
chr18	48188791	48188791	chr18	48188585	48188855	GM18507	GM18507DukeDNaseSeq.pk
chr19	495721	495721	chr19	495418	495897	GM18507	GM18507DukeDNaseSeq.pk
chr19	1847697	1847697	chr19	1847659	1849067	GM18507	GM18507DukeDNaseSeq.pk
chr19	4769739	4769739	chr19	4769468	4769927	GM18507	GM18507DukeDNaseSeq.pk
chr19	49621963	49621963	chr19	49621789	49622936	GM18507	GM18507DukeDNaseSeq.pk
chr21	36080289	36080289	chr21	36080150	36080735	GM18507	GM18507DukeDNaseSeq.pk
chr21	38539118	38539118	chr21	38539095	38539307	GM18507	GM18507DukeDNaseSeq.pk
chr22	18560569	18560569	chr22	18560351	18561542	GM18507	GM18507DukeDNaseSeq.pk
chrX	20371064	20371064	chrX	20371025	20371427	GM18507	GM18507DukeDNaseSeq.pk
chrX	23051159	23051159	chrX	23051044	23051178	GM18507	GM18507DukeDNaseSeq.pk
