Searched for chr	interval Low	interval High	tfbs node Chrom Name	node Low	node High	node Tfbs Name	node CellLineName	node FileName
chr4	40196548	40196548	chr4	40196463	40196742	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr5	167913602	167913602	chr5	167913406	167913634	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr6	170862335	170862335	chr6	170862223	170862445	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr7	150130751	150130751	chr7	150130718	150130997	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr8	135612744	135612744	chr8	135612535	135612814	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr9	115983539	115983539	chr9	115983343	115983622	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr13	111365588	111365588	chr13	111365501	111365788	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr17	33864706	33864706	chr17	33864589	33864868	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr19	49621963	49621963	chr19	49621814	49622093	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
chr22	18560569	18560569	chr22	18560369	18560648	POL2	GM18505	spp.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_VS_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak
