Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	111692439	111692439	chr1	111690675	111702000	NM_006090	INTRON2	CEPT1	10390
chr1	111692439	111692439	chr1	111690675	111702000	NM_001007794	INTRON2	CEPT1	10390
chr2	30938937	30938937	chr2	30877091	30967090	NM_182551	3D	LCLAT1	253558
chr2	30938937	30938937	chr2	30877091	30967090	NM_001002257	3D	LCLAT1	253558
chr2	30957325	30957325	chr2	30877091	30967090	NM_182551	3D	LCLAT1	253558
chr2	30957325	30957325	chr2	30877091	30967090	NM_001002257	3D	LCLAT1	253558
chr3	171264617	171264617	chr3	171218194	171308193	NM_001130081	3D	PLD1	5337
chr3	171264617	171264617	chr3	171218194	171308193	NM_002662	3D	PLD1	5337
chr3	195931582	195931582	chr3	195865252	195955251	NM_005017	3D	PCYT1A	5130
chr3	196019679	196019679	chr3	196016584	196024583	NM_005017	5P2	PCYT1A	5130
chr5	1477230	1477230	chr5	1474800	1477517	NM_024830	INTRON5	LPCAT1	79888
chr10	50913006	50913006	chr10	50883150	50973149	NM_020984	3D	CHAT	1103
chr10	50913006	50913006	chr10	50883150	50973149	NM_020549	3D	CHAT	1103
chr10	50913006	50913006	chr10	50883150	50973149	NM_020985	3D	CHAT	1103
chr10	50913006	50913006	chr10	50883150	50973149	NM_020986	3D	CHAT	1103
chr10	50913006	50913006	chr10	50883150	50973149	NM_001142929	3D	CHAT	1103
chr10	50913006	50913006	chr10	50883150	50973149	NM_001142933	3D	CHAT	1103
chr10	50913006	50913006	chr10	50883150	50973149	NM_001142934	3D	CHAT	1103
chr15	34647567	34647567	chr15	34641088	34649087	NM_153613	3P2	LPCAT4	254531
chr19	7635688	7635688	chr19	7628653	7636652	NM_006702	3P2	PNPLA6	10908
chr19	7635688	7635688	chr19	7628653	7636652	NM_001166112	3P2	PNPLA6	10908
chr19	7635688	7635688	chr19	7628653	7636652	NM_001166114	3P2	PNPLA6	10908
chr19	7635688	7635688	chr19	7628653	7636652	NM_001166113	3P2	PNPLA6	10908
chr19	7635688	7635688	chr19	7628653	7636652	NM_001166111	3P2	PNPLA6	10908
chr19	7666116	7666116	chr19	7636653	7726652	NM_006702	3D	PNPLA6	10908
chr19	7666116	7666116	chr19	7636653	7726652	NM_001166113	3D	PNPLA6	10908
chr19	7666116	7666116	chr19	7636653	7726652	NM_001166112	3D	PNPLA6	10908
chr19	7666116	7666116	chr19	7636653	7726652	NM_001166114	3D	PNPLA6	10908
chr19	7666116	7666116	chr19	7636653	7726652	NM_001166111	3D	PNPLA6	10908
