Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	158330241	158330241	chr1	158274564	158364563	NM_001765	3D	CD1C	911
chr1	158330241	158330241	chr1	158311321	158401320	NM_001764	5D	CD1B	910
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042584	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185114	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042586	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042583	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042585	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185110	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185115	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042587	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185112	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185107	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185108	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_030893	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185113	3P2	CD1E	913
chr1	207631204	207631204	chr1	207569472	207659471	NM_000573	5D	CR1	1378
chr1	207631204	207631204	chr1	207544311	207634310	NM_001114752	3D	CD55	1604
chr1	207631204	207631204	chr1	207544311	207634310	NM_000574	3D	CD55	1604
chr1	207631204	207631204	chr1	207569472	207659471	NM_000651	5D	CR1	1378
chr1	207631204	207631204	chr1	207627821	207639869	NM_001877	INTRON1	CR2	1380
chr1	207631204	207631204	chr1	207627821	207639869	NM_001006658	INTRON1	CR2	1380
chr3	184188502	184188502	chr3	184105932	184195931	NM_001177597	5D	THPO	7066
chr3	184188502	184188502	chr3	184105932	184195931	NM_001177598	5D	THPO	7066
chr3	184188502	184188502	chr3	184105932	184195931	NM_000460	5D	THPO	7066
chr3	194079910	194079910	chr3	194015549	194105548	NM_004488	3D	GP5	2814
chr3	194080915	194080915	chr3	194015549	194105548	NM_004488	3D	GP5	2814
chr4	15743390	15743390	chr4	15679930	15769929	NM_001775	5D	CD38	952
chr4	55486181	55486181	chr4	55424094	55514093	NM_000222	5D	KIT	3815
chr4	55486181	55486181	chr4	55424094	55514093	NM_001093772	5D	KIT	3815
chr4	55491903	55491903	chr4	55424094	55514093	NM_000222	5D	KIT	3815
chr4	55491903	55491903	chr4	55424094	55514093	NM_001093772	5D	KIT	3815
chr4	55517004	55517004	chr4	55514094	55522093	NM_000222	5P2	KIT	3815
chr4	55517004	55517004	chr4	55514094	55522093	NM_001093772	5P2	KIT	3815
