Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	207631204	207631204	chr1	207569472	207659471	NM_000573	5D	CR1	1378
chr1	207631204	207631204	chr1	207544311	207634310	NM_001114752	3D	CD55	1604
chr1	207631204	207631204	chr1	207544311	207634310	NM_000574	3D	CD55	1604
chr1	207631204	207631204	chr1	207569472	207659471	NM_000651	5D	CR1	1378
chr1	207631204	207631204	chr1	207627821	207639869	NM_001877	INTRON1	CR2	1380
chr1	207631204	207631204	chr1	207627821	207639869	NM_001006658	INTRON1	CR2	1380
chr2	128230793	128230793	chr2	128196822	128286821	NM_000312	3D	PROC	5624
chr2	128239019	128239019	chr2	128196822	128286821	NM_000312	3D	PROC	5624
chr2	128264245	128264245	chr2	128196822	128286821	NM_000312	3D	PROC	5624
chr6	6250966	6250966	chr6	6248652	6251042	NM_000129	INTRON10	F13A1	2162
chr6	161069940	161069940	chr6	161023224	161113223	NM_001168338	5D	PLG	5340
chr6	161069940	161069940	chr6	161023224	161113223	NM_000301	5D	PLG	5340
chr6	161081841	161081841	chr6	161023224	161113223	NM_001168338	5D	PLG	5340
chr6	161081841	161081841	chr6	161023224	161113223	NM_000301	5D	PLG	5340
chr9	123791935	123791935	chr9	123789552	123792673	NM_001735	INTRON34	C5	727
chr9	123820491	123820491	chr9	123814554	123822553	NM_001735	5P2	C5	727
chr13	46575556	46575556	chr13	46527321	46617320	NM_001872	3D	CPB2	1361
chr13	46618289	46618289	chr13	46617321	46625320	NM_001872	3P2	CPB2	1361
chr13	46629943	46629943	chr13	46629896	46629983	NM_001872	EXON2	CPB2	1361
chr13	46636234	46636234	chr13	46632516	46638781	NM_001872	INTRON3	CPB2	1361
chr13	46655500	46655500	chr13	46653036	46656574	NM_001872	INTRON7	CPB2	1361
chr13	46668301	46668301	chr13	46661955	46679069	NM_001872	INTRON10	CPB2	1361
chr13	46676194	46676194	chr13	46661955	46679069	NM_001872	INTRON10	CPB2	1361
chr19	44162953	44162953	chr19	44160792	44169466	NM_002659	INTRON4	PLAUR	5329
chr19	44162953	44162953	chr19	44160792	44169466	NM_001005377	INTRON3	PLAUR	5329
chr19	44162953	44162953	chr19	44160792	44169466	NM_001005376	INTRON4	PLAUR	5329
