Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr4	76923997	76923997	chr4	76842268	76932267	NM_001565	3D	CXCL10	3627
chr4	76992718	76992718	chr4	76954689	77044688	NM_001565	5D	CXCL10	3627
chr4	76995329	76995329	chr4	76954689	77044688	NM_001565	5D	CXCL10	3627
chr8	22108610	22108610	chr8	22107908	22108679	NM_001722	EXON9	POLR3D	661
chr9	6184164	6184164	chr9	6115785	6205784	NM_033439	5D	IL33	90865
chr9	6184164	6184164	chr9	6115785	6205784	NM_001199641	5D	IL33	90865
chr9	6184164	6184164	chr9	6115785	6205784	NM_001199640	5D	IL33	90865
chr9	21199679	21199679	chr9	21116371	21206370	NM_002173	3D	IFNA16	3449
chr9	21199679	21199679	chr9	21127241	21217240	NM_021268	3D	IFNA17	3451
chr9	21199679	21199679	chr9	21139200	21229199	NM_002172	3D	IFNA14	3448
chr9	21199679	21199679	chr9	21176659	21266658	NM_002175	5D	IFNA21	3452
chr9	21199679	21199679	chr9	21196179	21204178	NM_002171	3P2	IFNA10	3446
chr9	21199679	21199679	chr9	21199467	21201466	NM_021057	3P1	IFNA7	3444
chr9	21199679	21199679	chr9	21197598	21287597	NM_021068	5D	IFNA4	3441
chr12	106655191	106655191	chr12	106651859	106741858	NM_001160708	5D	POLR3B	55703
chr12	106655191	106655191	chr12	106651435	106741434	NM_018082	5D	POLR3B	55703
chr12	106669344	106669344	chr12	106651859	106741858	NM_001160708	5D	POLR3B	55703
chr12	106669344	106669344	chr12	106651435	106741434	NM_018082	5D	POLR3B	55703
