Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr3	171264617	171264617	chr3	171218194	171308193	NM_001130081	3D	PLD1	5337
chr3	171264617	171264617	chr3	171218194	171308193	NM_002662	3D	PLD1	5337
chr5	179564140	179564140	chr5	179560594	179650593	NM_002752	3D	MAPK9	5601
chr5	179564140	179564140	chr5	179560594	179650593	NM_139069	3D	MAPK9	5601
chr5	179564140	179564140	chr5	179560594	179650593	NM_139070	3D	MAPK9	5601
chr5	179564140	179564140	chr5	179560594	179650593	NM_139068	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_002752	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_139069	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_139070	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_139068	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179573027	179663026	NM_001135044	3D	MAPK9	5601
chr6	20408918	20408918	chr6	20402856	20480075	NM_001949	INTRON1	E2F3	1871
chr6	20408918	20408918	chr6	20404063	20480075	NM_001243076	INTRON1	E2F3	1871
chr6	20511885	20511885	chr6	20503945	20593944	NM_001949	3D	E2F3	1871
chr6	20511885	20511885	chr6	20503945	20593944	NM_001243076	3D	E2F3	1871
chr7	140538990	140538990	chr7	140534672	140549909	NM_004333	INTRON16	BRAF	673
chr11	69362413	69362413	chr11	69355872	69445871	NM_053056	5D	CCND1	595
chr11	69378832	69378832	chr11	69355872	69445871	NM_053056	5D	CCND1	595
chr11	69384850	69384850	chr11	69355872	69445871	NM_053056	5D	CCND1	595
chr11	69526787	69526787	chr11	69479242	69569241	NM_053056	3D	CCND1	595
chr13	32799287	32799287	chr13	32789616	32879615	NM_000059	5D	BRCA2	675
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
chr17	7639748	7639748	chr17	7588811	7678810	NM_001276698	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001126116	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001126115	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001276699	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001126117	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001276697	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_000546	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126112	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126114	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276760	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126113	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276696	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276695	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276761	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126118	5D	TP53	7157
chr18	9512984	9512984	chr18	9475689	9512987	NM_006788	INTRON1	RALBP1	10928
