Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	89546802	89546802	chr1	89468643	89558642	NM_001162536	5D	RBMXL1	494115
chr1	89546802	89546802	chr1	89468643	89558642	NM_019610	5D	RBMXL1	494115
chr2	153572155	153572155	chr2	153551136	153572507	NM_017892	INTRON24	PRPF40A	55660
chr4	24610038	24610038	chr4	24596184	24686183	NM_001358	5D	DHX15	1665
chr5	159880355	159880355	chr5	159856168	159946167	NM_006425	5D	SLU7	10569
chr6	44421239	44421239	chr6	44420161	44428160	NM_001253	3P2	CDC5L	988
chr7	32476928	32476928	chr7	32424944	32514943	NR_024466	3D	LSM5	23658
chr7	32476928	32476928	chr7	32424944	32514943	NM_012322	3D	LSM5	23658
chr7	32476928	32476928	chr7	32424944	32514943	NM_001130710	3D	LSM5	23658
chr7	32476928	32476928	chr7	32424944	32514943	NM_001139499	3D	LSM5	23658
chr9	115983539	115983539	chr9	115937913	116027912	NM_001244926	5D	PRPF4	9128
chr9	115983539	115983539	chr9	115937913	116027912	NM_004697	5D	PRPF4	9128
chr14	78293315	78293315	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr14	78305408	78305408	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr14	78311179	78311179	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr14	78317903	78317903	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr15	35049786	35049786	chr15	35048551	35138550	NM_014691	3D	AQR	9716
chr15	35071296	35071296	chr15	35048551	35138550	NM_014691	3D	AQR	9716
chr15	35117335	35117335	chr15	35048551	35138550	NM_014691	3D	AQR	9716
chr18	366042	366042	chr18	278059	368058	NM_005131	5D	THOC1	9984
chr19	2238666	2238666	chr19	2221519	2311518	NM_016199	3D	LSM7	51690
chr19	2238666	2238666	chr19	2236900	2243379	NM_007165	INTRON1	SF3A2	8175
chr19	7635688	7635688	chr19	7584410	7674409	NM_020196	3D	XAB2	56949
chr19	7666116	7666116	chr19	7584410	7674409	NM_020196	3D	XAB2	56949
chr19	49621963	49621963	chr19	49621870	49711869	NM_003089	3D	SNRNP70	6625
