Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	97533596	97533596	chr1	97533299	97541298	NM_000110	3P2	DPYD	1806
chr1	98056574	98056574	chr1	98039526	98058772	NM_000110	INTRON13	DPYD	1806
chr1	98060480	98060480	chr1	98058943	98060613	NM_000110	INTRON14	DPYD	1806
chr1	98080307	98080307	chr1	98060722	98144649	NM_000110	INTRON15	DPYD	1806
chr2	171666996	171666996	chr2	171663199	171671198	NM_000817	5P2	GAD1	2571
chr2	171666996	171666996	chr2	171663199	171671198	NM_013445	5P2	GAD1	2571
chr14	74509659	74509659	chr14	74426871	74516870	NM_005589	3D	ALDH6A1	4329
chr17	41046439	41046439	chr17	41012724	41102723	NM_001158	3D	AOC2	314
chr17	41046439	41046439	chr17	41012724	41102723	NM_009590	3D	AOC2	314
chr17	41046439	41046439	chr17	41020140	41110139	NM_003734	3D	AOC3	8639
