Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr1	237802064	237802064	chr1	237801792	237802313	NM_001035	INTRON45	RYR2	6262
chr2	219497927	219497927	chr2	219497035	219498326	NM_032726	INTRON10	PLCD4	84812
chr3	4444710	4444710	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4444710	4444710	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4444710	4444710	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	37952593	37952593	chr3	37948986	38038985	NR_024071	3D	PLCD1	5333
chr3	37952593	37952593	chr3	37948986	38038985	NM_001130964	3D	PLCD1	5333
chr3	37952593	37952593	chr3	37948986	38038985	NM_006225	3D	PLCD1	5333
chr3	37961682	37961682	chr3	37948986	38038985	NR_024071	3D	PLCD1	5333
chr3	37961682	37961682	chr3	37948986	38038985	NM_001130964	3D	PLCD1	5333
chr3	37961682	37961682	chr3	37948986	38038985	NM_006225	3D	PLCD1	5333
chr3	37962689	37962689	chr3	37948986	38038985	NR_024071	3D	PLCD1	5333
chr3	37962689	37962689	chr3	37948986	38038985	NM_001130964	3D	PLCD1	5333
chr3	37962689	37962689	chr3	37948986	38038985	NM_006225	3D	PLCD1	5333
chr3	37969438	37969438	chr3	37948986	38038985	NR_024071	3D	PLCD1	5333
chr3	37969438	37969438	chr3	37948986	38038985	NM_001130964	3D	PLCD1	5333
chr3	37969438	37969438	chr3	37948986	38038985	NM_006225	3D	PLCD1	5333
chr3	37974932	37974932	chr3	37948986	38038985	NR_024071	3D	PLCD1	5333
chr3	37974932	37974932	chr3	37948986	38038985	NM_001130964	3D	PLCD1	5333
chr3	37974932	37974932	chr3	37948986	38038985	NM_006225	3D	PLCD1	5333
chr3	37992539	37992539	chr3	37948986	38038985	NR_024071	3D	PLCD1	5333
chr3	37992539	37992539	chr3	37948986	38038985	NM_001130964	3D	PLCD1	5333
chr3	37992539	37992539	chr3	37948986	38038985	NM_006225	3D	PLCD1	5333
chr3	148466362	148466362	chr3	148462790	148470789	NM_032049	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_004835	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_000685	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_009585	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_031850	3P2	AGTR1	185
chr4	15743390	15743390	chr4	15679930	15769929	NM_001775	5D	CD38	952
chr4	15743390	15743390	chr4	15735796	15743795	NM_004334	3P2	BST1	683
chr5	110596685	110596685	chr5	110560342	110679720	NM_001744	INTRON1	CAMK4	814
chr5	110601041	110601041	chr5	110560342	110679720	NM_001744	INTRON1	CAMK4	814
chr5	147966245	147966245	chr5	147929825	148016550	NM_001040169	INTRON5	HTR4	3360
chr5	147966245	147966245	chr5	147929825	148016550	NM_000870	INTRON5	HTR4	3360
chr5	147966245	147966245	chr5	147929825	148016550	NM_199453	INTRON6	HTR4	3360
chr5	147966245	147966245	chr5	147929825	148016550	NM_001040173	INTRON6	HTR4	3360
chr5	147966245	147966245	chr5	147929825	148016550	NM_001040172	INTRON5	HTR4	3360
chr5	149575122	149575122	chr5	149499053	149589052	NM_171825	3D	CAMK2A	815
chr5	149575122	149575122	chr5	149499053	149589052	NM_015981	3D	CAMK2A	815
chr5	149575122	149575122	chr5	149545422	149635421	NM_002609	5D	PDGFRB	5159
chr5	159270712	159270712	chr5	159243739	159333738	NM_000679	5D	ADRA1B	147
chr7	32033737	32033737	chr7	31920473	32091164	NM_001191059	INTRON16	PDE1C	5137
chr7	32033737	32033737	chr7	31920473	32209395	NM_001191058	INTRON16	PDE1C	5137
