Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	21927847	21927847	chr1	21914905	22004904	NM_001177520	3D	ALPL	249
chr1	21927847	21927847	chr1	21914905	22004904	NM_001127501	3D	ALPL	249
chr1	21927847	21927847	chr1	21914905	22004904	NM_000478	3D	ALPL	249
chr2	233398214	233398214	chr2	233334742	233424741	NM_001631	3D	ALPI	248
chr5	52408131	52408131	chr5	52407598	52415597	NM_176806	5P2	MOCS2	4338
chr5	52408131	52408131	chr5	52407325	52415324	NM_004531	5P2	MOCS2	4338
chr5	79891046	79891046	chr5	79822044	79912043	NM_000791	3D	DHFR	1719
chr11	112187391	112187391	chr11	112114695	112204694	NM_000317	3D	PTS	5805
chr14	55222474	55222474	chr14	55208723	55298722	NM_000161	3D	GCH1	2643
chr14	55222474	55222474	chr14	55208723	55298722	NM_001024070	3D	GCH1	2643
chr14	55222474	55222474	chr14	55208723	55298722	NM_001024071	3D	GCH1	2643
chr14	55222474	55222474	chr14	55208723	55298722	NM_001024024	3D	GCH1	2643
