Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr2	233872407	233872407	chr2	233797381	233887380	NM_005383	5D	NEU2	4759
chr10	52361843	52361843	chr10	52350007	52383465	NM_147156	INTRON10	SGMS1	259230
chr10	72504762	72504762	chr10	72475703	72565702	NM_003901	5D	SGPL1	8879
chr14	77887680	77887680	chr14	77872339	77962338	NM_004863	3D	SPTLC2	9517
chr14	77930406	77930406	chr14	77872339	77962338	NM_004863	3D	SPTLC2	9517
chr14	77931230	77931230	chr14	77872339	77962338	NM_004863	3D	SPTLC2	9517
chr14	77943615	77943615	chr14	77872339	77962338	NM_004863	3D	SPTLC2	9517
chr15	101063500	101063500	chr15	101061961	101069016	NM_178842	INTRON11	CERS3	204219
chr17	74326552	74326552	chr17	74281288	74371287	NM_001142602	5D	SPHK1	8877
chr17	74326552	74326552	chr17	74280689	74370688	NM_001142601	5D	SPHK1	8877
chr17	74326552	74326552	chr17	74280689	74370688	NM_021972	5D	SPHK1	8877
chr17	74326552	74326552	chr17	74280689	74370688	NM_182965	5D	SPHK1	8877
chr17	74330637	74330637	chr17	74281288	74371287	NM_001142602	5D	SPHK1	8877
chr17	74330637	74330637	chr17	74280689	74370688	NM_001142601	5D	SPHK1	8877
chr17	74330637	74330637	chr17	74280689	74370688	NM_021972	5D	SPHK1	8877
chr17	74330637	74330637	chr17	74280689	74370688	NM_182965	5D	SPHK1	8877
chr19	49206984	49206984	chr19	49143663	49233662	NM_020126	3D	SPHK2	56848
chr19	49206984	49206984	chr19	49143663	49233662	NM_001204160	3D	SPHK2	56848
chr19	49206984	49206984	chr19	49143663	49233662	NM_001204159	3D	SPHK2	56848
chr19	49206984	49206984	chr19	49143663	49233662	NM_001204158	3D	SPHK2	56848
chr19	49206984	49206984	chr19	49143663	49233662	NM_001243876	3D	SPHK2	56848
chr19	49207205	49207205	chr19	49143663	49233662	NM_020126	3D	SPHK2	56848
chr19	49207205	49207205	chr19	49143663	49233662	NM_001204160	3D	SPHK2	56848
chr19	49207205	49207205	chr19	49143663	49233662	NM_001204159	3D	SPHK2	56848
chr19	49207205	49207205	chr19	49143663	49233662	NM_001204158	3D	SPHK2	56848
chr19	49207205	49207205	chr19	49143663	49233662	NM_001243876	3D	SPHK2	56848
chr19	49208864	49208864	chr19	49143663	49233662	NM_020126	3D	SPHK2	56848
chr19	49208864	49208864	chr19	49143663	49233662	NM_001204160	3D	SPHK2	56848
chr19	49208864	49208864	chr19	49143663	49233662	NM_001204159	3D	SPHK2	56848
chr19	49208864	49208864	chr19	49143663	49233662	NM_001204158	3D	SPHK2	56848
chr19	49208864	49208864	chr19	49143663	49233662	NM_001243876	3D	SPHK2	56848
chr19	49211968	49211968	chr19	49143663	49233662	NM_020126	3D	SPHK2	56848
chr19	49211968	49211968	chr19	49143663	49233662	NM_001204160	3D	SPHK2	56848
chr19	49211968	49211968	chr19	49143663	49233662	NM_001204159	3D	SPHK2	56848
chr19	49211968	49211968	chr19	49143663	49233662	NM_001204158	3D	SPHK2	56848
chr19	49211968	49211968	chr19	49143663	49233662	NM_001243876	3D	SPHK2	56848
chr20	12898763	12898763	chr20	12889626	12979625	NM_018327	5D	SPTLC3	55304
chr20	12922765	12922765	chr20	12889626	12979625	NM_018327	5D	SPTLC3	55304
