Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	101209652	101209652	chr1	101206601	101214600	NM_080682	3P2	VCAM1	7412
chr1	101209652	101209652	chr1	101206601	101214600	NM_001078	3P2	VCAM1	7412
chr1	101209652	101209652	chr1	101206601	101214600	NM_001199834	3P2	VCAM1	7412
chr1	207631204	207631204	chr1	207569472	207659471	NM_000573	5D	CR1	1378
chr1	207631204	207631204	chr1	207569472	207659471	NM_000651	5D	CR1	1378
chr2	127378996	127378996	chr2	127313510	127403509	NM_016815	5D	GYPC	2995
chr2	127378996	127378996	chr2	127313510	127403509	NM_002101	5D	GYPC	2995
chr2	127378996	127378996	chr2	127313510	127403509	NM_001256584	5D	GYPC	2995
chr2	127472031	127472031	chr2	127464251	127554250	NM_002101	3D	GYPC	2995
chr2	127472031	127472031	chr2	127464251	127554250	NM_001256584	3D	GYPC	2995
chr2	127472031	127472031	chr2	127464251	127554250	NM_016815	3D	GYPC	2995
chr2	127473879	127473879	chr2	127464251	127554250	NM_002101	3D	GYPC	2995
chr2	127473879	127473879	chr2	127464251	127554250	NM_001256584	3D	GYPC	2995
chr2	127473879	127473879	chr2	127464251	127554250	NM_016815	3D	GYPC	2995
chr5	79237486	79237486	chr5	79231169	79321168	NM_003248	5D	THBS4	7060
chr6	31641385	31641385	chr6	31556112	31646111	NM_000594	3D	TNF	7124
chr6	169549500	169549500	chr6	169515874	169605873	NM_003247	3D	THBS2	7058
chr7	80167253	80167253	chr7	80131503	80221502	NM_001001547	5D	CD36	948
chr17	32501773	32501773	chr17	32482295	32572294	NM_002982	5D	CCL2	6347
