Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr2	46078462	46078462	chr2	46070202	46203566	NM_005400	INTRON2	PRKCE	5581
chr3	4444710	4444710	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4444710	4444710	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4444710	4444710	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	148466362	148466362	chr3	148462790	148470789	NM_032049	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_004835	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_000685	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_009585	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_031850	3P2	AGTR1	185
chr5	159270712	159270712	chr5	159243739	159333738	NM_000679	5D	ADRA1B	147
chr7	45251442	45251442	chr7	45233850	45323849	NM_005856	3D	RAMP3	10268
chr7	140538990	140538990	chr7	140534672	140549909	NM_004333	INTRON16	BRAF	673
chr8	131920535	131920535	chr8	131916288	131921952	NM_001115	INTRON12	ADCY8	114
chr8	131936278	131936278	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936853	131936853	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936876	131936876	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131954651	131954651	chr8	131949446	131955595	NM_001115	INTRON14	ADCY8	114
chr10	5621627	5621627	chr10	5551533	5641532	NM_017422	5D	CALML5	51806
chr10	5621627	5621627	chr10	5578225	5668224	NM_005185	3D	CALML3	810
chr10	5624368	5624368	chr10	5551533	5641532	NM_017422	5D	CALML5	51806
chr10	5624368	5624368	chr10	5578225	5668224	NM_005185	3D	CALML3	810
chr10	6387991	6387991	chr10	6369104	6459103	NM_006257	3D	PRKCQ	5588
chr10	6387991	6387991	chr10	6369104	6459103	NM_001242413	3D	PRKCQ	5588
chr10	54063161	54063161	chr10	54060110	54068109	NM_006258	3P2	PRKG1	5592
chr10	54063161	54063161	chr10	54060110	54068109	NM_001098512	3P2	PRKG1	5592
chr10	79444752	79444752	chr10	79407577	79497576	NM_001014797	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_002247	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_001161353	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_001271518	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_001271519	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_001271521	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_001161352	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_001271520	5D	KCNMA1	3778
chr10	79444752	79444752	chr10	79407577	79497576	NM_001271522	5D	KCNMA1	3778
chr14	90917191	90917191	chr14	90884619	90974618	NM_006888	3D	CALM1	801
chr14	90930367	90930367	chr14	90884619	90974618	NM_006888	3D	CALM1	801
chr16	4245692	4245692	chr16	4176186	4266185	NM_001116	5D	ADCY9	115
chr16	15980246	15980246	chr16	15960887	16050886	NM_001040114	5D	MYH11	4629
chr16	15980246	15980246	chr16	15960887	16050886	NM_002474	5D	MYH11	4629
chr16	15980246	15980246	chr16	15960887	16050886	NM_001040113	5D	MYH11	4629
chr16	15980246	15980246	chr16	15960887	16050886	NM_022844	5D	MYH11	4629
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
chr20	8450246	8450246	chr20	8352097	8608939	NM_015192	INTRON3	PLCB1	23236
chr20	8450246	8450246	chr20	8352097	8608939	NM_182734	INTRON3	PLCB1	23236
