Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr5	167913602	167913602	chr5	167913548	167915605	NM_002887	INTRON1	RARS	5917
chr5	167976668	167976668	chr5	167956309	168046308	NM_002887	3D	RARS	5917
chr5	168029261	168029261	chr5	167956309	168046308	NM_002887	3D	RARS	5917
chr11	2933064	2933064	chr11	2922151	3012150	NM_139273	3D	CARS	833
chr11	2933064	2933064	chr11	2922151	3012150	NM_001751	3D	CARS	833
chr11	2933064	2933064	chr11	2922151	3012150	NM_001014437	3D	CARS	833
chr11	2933064	2933064	chr11	2922151	3012150	NM_001194997	3D	CARS	833
chr11	2933064	2933064	chr11	2922151	3012150	NR_036542	3D	CARS	833
chr13	111286591	111286591	chr13	111283756	111291755	NM_024537	3P2	CARS2	79587
chr13	111360584	111360584	chr13	111360480	111368479	NM_024537	5P2	CARS2	79587
chr13	111365588	111365588	chr13	111360480	111368479	NM_024537	5P2	CARS2	79587
chr13	111371180	111371180	chr13	111368480	111458479	NM_024537	5D	CARS2	79587
chr13	111380683	111380683	chr13	111368480	111458479	NM_024537	5D	CARS2	79587
chr13	111406067	111406067	chr13	111368480	111458479	NM_024537	5D	CARS2	79587
