Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr2	75973756	75973756	chr2	75899334	75989333	NM_014763	3D	MRPL19	9801
chr2	105739438	105739438	chr2	105726418	105816417	NM_182640	3D	MRPS9	64965
chr3	12857492	12857492	chr3	12776443	12866442	NM_000994	3D	RPL32	6161
chr3	12857492	12857492	chr3	12776443	12866442	NM_001007074	3D	RPL32	6161
chr3	12857492	12857492	chr3	12776443	12866442	NM_001007073	3D	RPL32	6161
chr6	42157816	42157816	chr6	42074538	42164537	NM_018141	3D	MRPS10	55173
chr6	42164269	42164269	chr6	42074538	42164537	NM_018141	3D	MRPS10	55173
chr6	42189847	42189847	chr6	42187633	42195632	NM_018141	5P2	MRPS10	55173
chr6	42190445	42190445	chr6	42187633	42195632	NM_018141	5P2	MRPS10	55173
chr6	160210060	160210060	chr6	160209491	160211490	NM_014161	5P1	MRPL18	29074
chr6	160224345	160224345	chr6	160221461	160229460	NM_014161	3P2	MRPL18	29074
chr6	160229329	160229329	chr6	160221461	160229460	NM_014161	3P2	MRPL18	29074
chr13	27810270	27810270	chr13	27725691	27815690	NM_000982	5D	RPL21	6144
chr19	1339057	1339057	chr19	1338362	1428361	NM_001018	5D	RPS15	6209
chr19	49206984	49206984	chr19	49132675	49222674	NM_001270490	5D	RPL18	6141
chr19	49206984	49206984	chr19	49132675	49222674	NR_073022	5D	RPL18	6141
chr19	49206984	49206984	chr19	49132675	49222674	NM_000979	5D	RPL18	6141
chr19	49207205	49207205	chr19	49132675	49222674	NM_001270490	5D	RPL18	6141
chr19	49207205	49207205	chr19	49132675	49222674	NR_073022	5D	RPL18	6141
chr19	49207205	49207205	chr19	49132675	49222674	NM_000979	5D	RPL18	6141
chr19	49208864	49208864	chr19	49132675	49222674	NM_001270490	5D	RPL18	6141
chr19	49208864	49208864	chr19	49132675	49222674	NR_073022	5D	RPL18	6141
chr19	49208864	49208864	chr19	49132675	49222674	NM_000979	5D	RPL18	6141
chr19	49211968	49211968	chr19	49132675	49222674	NM_001270490	5D	RPL18	6141
chr19	49211968	49211968	chr19	49132675	49222674	NR_073022	5D	RPL18	6141
chr19	49211968	49211968	chr19	49132675	49222674	NM_000979	5D	RPL18	6141
chr21	35354024	35354024	chr21	35345822	35435821	NM_032476	5D	MRPS6	64968
chr21	35366933	35366933	chr21	35345822	35435821	NM_032476	5D	MRPS6	64968
chrX	100547595	100547595	chrX	100545877	100635876	NM_001199973	5D	RPL36A-HNRNPH2	100529097
chrX	100547595	100547595	chrX	100545877	100635876	NM_001199972	5D	RPL36A	6173
chrX	100547595	100547595	chrX	100545877	100635876	NM_001199974	5D	RPL36A-HNRNPH2	100529097
chrX	100547595	100547595	chrX	100545877	100635876	NM_021029	5D	RPL36A	6173
