Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr3	4444710	4444710	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4444710	4444710	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4444710	4444710	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4463007	4463007	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_001099952	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_002222	5D	ITPR1	3708
chr3	4486302	4486302	chr3	4435031	4525030	NM_001168272	5D	ITPR1	3708
chr3	58165232	58165232	chr3	58123258	58213257	NM_020676	5D	ABHD6	57406
chr3	127435190	127435190	chr3	127429508	127439894	NM_007283	INTRON3	MGLL	11343
chr3	127435190	127435190	chr3	127414033	127439894	NM_001256585	INTRON2	MGLL	11343
chr3	127435190	127435190	chr3	127429508	127439894	NM_001003794	INTRON3	MGLL	11343
chr5	153003763	153003763	chr5	152870530	153026486	NR_047578	INTRON1	GRIA1	2890
chr5	153003763	153003763	chr5	152873625	153026486	NM_001114183	INTRON2	GRIA1	2890
chr5	153003763	153003763	chr5	152873625	153029888	NM_001258019	INTRON2	GRIA1	2890
chr5	153003763	153003763	chr5	152873625	153026486	NM_001258021	INTRON2	GRIA1	2890
chr5	153003763	153003763	chr5	152873625	153026486	NM_000827	INTRON2	GRIA1	2890
chr5	153003763	153003763	chr5	152873625	153026486	NM_001258023	INTRON2	GRIA1	2890
chr5	153003763	153003763	chr5	152873625	153026486	NM_001258022	INTRON2	GRIA1	2890
chr5	153003763	153003763	chr5	152889366	153026486	NM_001258020	INTRON3	GRIA1	2890
chr5	153017417	153017417	chr5	152870530	153026486	NR_047578	INTRON1	GRIA1	2890
chr5	153017417	153017417	chr5	152873625	153026486	NM_001114183	INTRON2	GRIA1	2890
chr5	153017417	153017417	chr5	152873625	153029888	NM_001258019	INTRON2	GRIA1	2890
chr5	153017417	153017417	chr5	152873625	153026486	NM_001258021	INTRON2	GRIA1	2890
chr5	153017417	153017417	chr5	152873625	153026486	NM_000827	INTRON2	GRIA1	2890
chr5	153017417	153017417	chr5	152873625	153026486	NM_001258023	INTRON2	GRIA1	2890
chr5	153017417	153017417	chr5	152873625	153026486	NM_001258022	INTRON2	GRIA1	2890
chr5	153017417	153017417	chr5	152889366	153026486	NM_001258020	INTRON3	GRIA1	2890
chr5	153020592	153020592	chr5	152870530	153026486	NR_047578	INTRON1	GRIA1	2890
chr5	153020592	153020592	chr5	152873625	153026486	NM_001114183	INTRON2	GRIA1	2890
chr5	153020592	153020592	chr5	152873625	153029888	NM_001258019	INTRON2	GRIA1	2890
chr5	153020592	153020592	chr5	152873625	153026486	NM_001258021	INTRON2	GRIA1	2890
chr5	153020592	153020592	chr5	152873625	153026486	NM_000827	INTRON2	GRIA1	2890
chr5	153020592	153020592	chr5	152873625	153026486	NM_001258023	INTRON2	GRIA1	2890
chr5	153020592	153020592	chr5	152873625	153026486	NM_001258022	INTRON2	GRIA1	2890
chr5	153020592	153020592	chr5	152889366	153026486	NM_001258020	INTRON3	GRIA1	2890
chr5	153027221	153027221	chr5	152873625	153029888	NM_001258019	INTRON2	GRIA1	2890
chr5	153027221	153027221	chr5	153026727	153029888	NR_047578	INTRON2	GRIA1	2890
chr5	153027221	153027221	chr5	153026727	153029888	NM_000827	INTRON3	GRIA1	2890
chr5	153027221	153027221	chr5	153026727	153029888	NM_001114183	INTRON3	GRIA1	2890
chr5	153027221	153027221	chr5	153026727	153029888	NM_001258023	INTRON3	GRIA1	2890
chr5	153027221	153027221	chr5	153026727	153029888	NM_001258021	INTRON3	GRIA1	2890
chr5	153027221	153027221	chr5	153026727	153029888	NM_001258020	INTRON4	GRIA1	2890
chr5	153027221	153027221	chr5	153026727	153029888	NM_001258022	INTRON3	GRIA1	2890
chr5	170173509	170173509	chr5	170110722	170200721	NM_014211	5D	GABRP	2568
chr5	179564140	179564140	chr5	179560594	179650593	NM_002752	3D	MAPK9	5601
chr5	179564140	179564140	chr5	179560594	179650593	NM_139069	3D	MAPK9	5601
chr5	179564140	179564140	chr5	179560594	179650593	NM_139070	3D	MAPK9	5601
chr5	179564140	179564140	chr5	179560594	179650593	NM_139068	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_002752	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_139069	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_139070	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179560594	179650593	NM_139068	3D	MAPK9	5601
chr5	179587748	179587748	chr5	179573027	179663026	NM_001135044	3D	MAPK9	5601
chr8	131920535	131920535	chr8	131916288	131921952	NM_001115	INTRON12	ADCY8	114
chr8	131936278	131936278	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936853	131936853	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936876	131936876	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131954651	131954651	chr8	131949446	131955595	NM_001115	INTRON14	ADCY8	114
chr11	128708008	128708008	chr11	128661312	128751311	NM_000890	5D	KCNJ5	3762
chr11	128729844	128729844	chr11	128661312	128751311	NM_000890	5D	KCNJ5	3762
chr11	128735258	128735258	chr11	128661312	128751311	NM_000890	5D	KCNJ5	3762
chr11	128735665	128735665	chr11	128661312	128751311	NM_000890	5D	KCNJ5	3762
chr11	128737187	128737187	chr11	128661312	128751311	NM_000890	5D	KCNJ5	3762
chr14	52250689	52250689	chr14	52227021	52317020	NM_053064	5D	GNG2	54331
chr14	52250689	52250689	chr14	52227021	52317020	NM_001243774	5D	GNG2	54331
chr14	52250689	52250689	chr14	52227021	52317020	NM_001243773	5D	GNG2	54331
chr14	52310343	52310343	chr14	52227021	52317020	NM_053064	5D	GNG2	54331
chr14	52310343	52310343	chr14	52227021	52317020	NM_001243774	5D	GNG2	54331
chr14	52310343	52310343	chr14	52227021	52317020	NM_001243773	5D	GNG2	54331
chr14	52326084	52326084	chr14	52325021	52327020	NM_053064	5P1	GNG2	54331
chr14	52326084	52326084	chr14	52325021	52327020	NM_001243774	5P1	GNG2	54331
chr14	52326084	52326084	chr14	52325021	52327020	NM_001243773	5P1	GNG2	54331
chr15	26767182	26767182	chr15	26688693	26778692	NM_001191321	3D	GABRB3	2562
chr15	26767182	26767182	chr15	26688693	26778692	NM_021912	3D	GABRB3	2562
chr15	26767182	26767182	chr15	26688693	26778692	NM_001191320	3D	GABRB3	2562
chr15	26767182	26767182	chr15	26688693	26778692	NM_000814	3D	GABRB3	2562
chr16	4245692	4245692	chr16	4176186	4266185	NM_001116	5D	ADCY9	115
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
chr20	8450246	8450246	chr20	8352097	8608939	NM_015192	INTRON3	PLCB1	23236
chr20	8450246	8450246	chr20	8352097	8608939	NM_182734	INTRON3	PLCB1	23236
