Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr3	122388463	122388463	chr3	122304049	122394048	NM_138287	3D	DTX3L	151636
chr3	122393828	122393828	chr3	122304049	122394048	NM_138287	3D	DTX3L	151636
chr12	124983615	124983615	chr12	124979914	125020109	NM_001077261	INTRON46	NCOR2	9612
chr12	124983615	124983615	chr12	124979914	125020109	NM_006312	INTRON47	NCOR2	9612
chr12	124983615	124983615	chr12	124979914	125020109	NM_001206654	INTRON46	NCOR2	9612
chr14	78293315	78293315	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr14	78305408	78305408	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr14	78311179	78311179	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr14	78317903	78317903	chr14	78237497	78327496	NM_012245	5D	SNW1	22938
chr14	105695445	105695445	chr14	105645161	105735160	NM_002226	5D	JAG2	3714
chr14	105695445	105695445	chr14	105645161	105735160	NM_145159	5D	JAG2	3714
chr20	10703992	10703992	chr20	10664694	10754693	NM_000214	5D	JAG1	182
