Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	172324929	172324929	chr1	172292480	172348156	NM_015569	INTRON17	DNM3	26052
chr1	172324929	172324929	chr1	172277979	172348156	NM_001136127	INTRON16	DNM3	26052
chr1	172353470	172353470	chr1	172348322	172356271	NM_015569	INTRON18	DNM3	26052
chr1	172353470	172353470	chr1	172348322	172356271	NM_001136127	INTRON17	DNM3	26052
chr2	73278989	73278989	chr2	73200509	73290508	NM_015470	3D	RAB11FIP5	26056
chr2	73329871	73329871	chr2	73316443	73339473	NM_015470	INTRON4	RAB11FIP5	26056
chr2	73330953	73330953	chr2	73316443	73339473	NM_015470	INTRON4	RAB11FIP5	26056
chr3	12857492	12857492	chr3	12838541	12928540	NM_001134382	3D	IQSEC1	9922
chr3	12857492	12857492	chr3	12838541	12928540	NM_014869	3D	IQSEC1	9922
chr3	19931169	19931169	chr3	19888571	19978570	NM_004162	5D	RAB5A	5868
chr3	19962997	19962997	chr3	19888571	19978570	NM_004162	5D	RAB5A	5868
chr3	87189023	87189023	chr3	87176412	87266411	NM_001244644	5D	CHMP2B	25978
chr3	87189023	87189023	chr3	87176412	87266411	NM_014043	5D	CHMP2B	25978
chr3	87280087	87280087	chr3	87276706	87289847	NM_014043	INTRON1	CHMP2B	25978
chr3	87280087	87280087	chr3	87276706	87294862	NM_001244644	INTRON1	CHMP2B	25978
chr3	87290388	87290388	chr3	87289940	87294862	NM_014043	INTRON2	CHMP2B	25978
chr3	87290388	87290388	chr3	87276706	87294862	NM_001244644	INTRON1	CHMP2B	25978
chr3	87321756	87321756	chr3	87314698	87404697	NM_014043	3D	CHMP2B	25978
chr3	87321756	87321756	chr3	87314698	87404697	NM_001244644	3D	CHMP2B	25978
chr3	87386351	87386351	chr3	87314698	87404697	NM_014043	3D	CHMP2B	25978
chr3	87386351	87386351	chr3	87314698	87404697	NM_001244644	3D	CHMP2B	25978
chr3	171264617	171264617	chr3	171218194	171308193	NM_001130081	3D	PLD1	5337
chr3	171264617	171264617	chr3	171218194	171308193	NM_002662	3D	PLD1	5337
chr3	195174419	195174419	chr3	195173817	195263816	NM_012287	5D	ACAP2	23527
chr4	55486181	55486181	chr4	55424094	55514093	NM_000222	5D	KIT	3815
chr4	55486181	55486181	chr4	55424094	55514093	NM_001093772	5D	KIT	3815
chr4	55491903	55491903	chr4	55424094	55514093	NM_000222	5D	KIT	3815
chr4	55491903	55491903	chr4	55424094	55514093	NM_001093772	5D	KIT	3815
chr4	55517004	55517004	chr4	55514094	55522093	NM_000222	5P2	KIT	3815
chr4	55517004	55517004	chr4	55514094	55522093	NM_001093772	5P2	KIT	3815
chr4	55526919	55526919	chr4	55524248	55561676	NM_000222	INTRON1	KIT	3815
chr4	55526919	55526919	chr4	55524248	55561676	NM_001093772	INTRON1	KIT	3815
chr4	55612974	55612974	chr4	55608881	55616880	NM_000222	3P2	KIT	3815
chr4	55612974	55612974	chr4	55608881	55616880	NM_001093772	3P2	KIT	3815
chr5	149575122	149575122	chr5	149502935	149592934	NM_005211	5D	CSF1R	1436
chr6	71599825	71599825	chr6	71581716	71671715	NM_001044305	3D	SMAP1	60682
chr6	71599825	71599825	chr6	71581716	71671715	NM_021940	3D	SMAP1	60682
chr8	17036260	17036260	chr8	17004400	17094399	NM_001145152	5D	VPS37A	137492
chr8	17036260	17036260	chr8	17004400	17094399	NM_152415	5D	VPS37A	137492
chr8	17143245	17143245	chr8	17142125	17143854	NM_152415	INTRON10	VPS37A	137492
chr8	17143245	17143245	chr8	17142125	17143854	NM_001145152	INTRON9	VPS37A	137492
chr8	18467518	18467518	chr8	18457944	18490121	NM_015310	INTRON5	PSD3	23362
chr8	18467518	18467518	chr8	18457944	18490121	NM_206909	INTRON5	PSD3	23362
chr8	18469350	18469350	chr8	18457944	18490121	NM_015310	INTRON5	PSD3	23362
chr8	18469350	18469350	chr8	18457944	18490121	NM_206909	INTRON5	PSD3	23362
chr8	23051354	23051354	chr8	23001149	23091148	NM_152272	5D	CHMP7	91782
chr9	17603495	17603495	chr9	17579285	17747062	NM_003026	INTRON1	SH3GL2	6456
chr9	17610210	17610210	chr9	17579285	17747062	NM_003026	INTRON1	SH3GL2	6456
chr9	17727218	17727218	chr9	17579285	17747062	NM_003026	INTRON1	SH3GL2	6456
chr9	71516541	71516541	chr9	71509554	71532462	NM_003558	INTRON8	PIP5K1B	8395
chr10	17676534	17676534	chr10	17676123	17684122	NM_003473	5P2	STAM	8027
chr10	17676534	17676534	chr10	17676123	17684122	NR_037774	5P2	STAM	8027
chr10	115711647	115711647	chr10	115703805	115793804	NM_000684	5D	ADRB1	153
chr10	123455601	123455601	chr10	123367972	123457971	NM_000141	5D	FGFR2	2263
chr10	123455601	123455601	chr10	123367972	123457971	NM_001144918	5D	FGFR2	2263
chr10	123455601	123455601	chr10	123366159	123456158	NM_001144915	5D	FGFR2	2263
chr10	123455601	123455601	chr10	123367972	123457971	NM_001144917	5D	FGFR2	2263
chr10	123455601	123455601	chr10	123367972	123457971	NM_001144919	5D	FGFR2	2263
chr10	123455601	123455601	chr10	123367972	123457971	NM_022970	5D	FGFR2	2263
chr10	123455601	123455601	chr10	123367972	123457971	NR_073009	5D	FGFR2	2263
chr11	119218529	119218529	chr11	119188859	119278858	NM_005188	3D	CBL	867
