Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr1	201415591	201415591	chr1	201356828	201446827	NM_001276345	5D	TNNT2	7139
chr1	201415591	201415591	chr1	201356828	201446827	NM_001276347	5D	TNNT2	7139
chr1	201415591	201415591	chr1	201356828	201446827	NM_000364	5D	TNNT2	7139
chr1	201415591	201415591	chr1	201356828	201446827	NM_001276346	5D	TNNT2	7139
chr1	201415591	201415591	chr1	201356828	201446827	NM_001001431	5D	TNNT2	7139
chr1	201415591	201415591	chr1	201356828	201446827	NM_001001432	5D	TNNT2	7139
chr1	201415591	201415591	chr1	201356828	201446827	NM_001001430	5D	TNNT2	7139
chr1	237802064	237802064	chr1	237801792	237802313	NM_001035	INTRON45	RYR2	6262
chr3	37489414	37489414	chr3	37483812	37491811	NM_002207	5P2	ITGA9	3680
chr3	37952593	37952593	chr3	37871281	37961280	NM_002207	3D	ITGA9	3680
chr3	55189958	55189958	chr3	55118584	55208583	NM_018398	3D	CACNA2D3	55799
chr4	52938242	52938242	chr4	52914485	53004484	NM_000232	5D	SGCB	6443
chr5	52234614	52234614	chr5	52185155	52275154	NR_073103	5D	ITGA2	3673
chr5	52234614	52234614	chr5	52185155	52275154	NR_073107	5D	ITGA2	3673
chr5	52234614	52234614	chr5	52185155	52275154	NR_073105	5D	ITGA2	3673
chr5	52234614	52234614	chr5	52185155	52275154	NM_002203	5D	ITGA2	3673
chr5	52234614	52234614	chr5	52185155	52275154	NR_073104	5D	ITGA2	3673
chr5	52234614	52234614	chr5	52185155	52275154	NR_073106	5D	ITGA2	3673
chr5	52234614	52234614	chr5	52233344	52235418	NM_181501	INTRON24	ITGA1	3672
chr5	52408131	52408131	chr5	52400609	52490608	NR_073104	3D	ITGA2	3673
chr5	52408131	52408131	chr5	52400609	52490608	NR_073107	3D	ITGA2	3673
chr5	52408131	52408131	chr5	52400609	52490608	NM_002203	3D	ITGA2	3673
chr5	52408131	52408131	chr5	52400609	52490608	NR_073103	3D	ITGA2	3673
chr5	52408131	52408131	chr5	52400609	52490608	NR_073105	3D	ITGA2	3673
chr5	52408131	52408131	chr5	52400609	52490608	NR_073106	3D	ITGA2	3673
chr6	31641385	31641385	chr6	31556112	31646111	NM_000594	3D	TNF	7124
chr6	129845906	129845906	chr6	129839710	129847709	NM_001079823	3P2	LAMA2	3908
chr6	129845906	129845906	chr6	129839710	129847709	NM_000426	3P2	LAMA2	3908
chr7	5530781	5530781	chr7	5466778	5556777	NM_001101	3D	ACTB	60
chr7	20331712	20331712	chr7	20270724	20360723	NM_002214	5D	ITGB8	3696
chr7	20361872	20361872	chr7	20360724	20368723	NM_002214	5P2	ITGB8	3696
chr8	131920535	131920535	chr8	131916288	131921952	NM_001115	INTRON12	ADCY8	114
chr8	131936278	131936278	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936853	131936853	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936876	131936876	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131954651	131954651	chr8	131949446	131955595	NM_001115	INTRON14	ADCY8	114
chr10	18407956	18407956	chr10	18329605	18419604	NM_201597	5D	CACNB2	783
chr10	18407956	18407956	chr10	18329741	18419740	NM_001167945	5D	CACNB2	783
chr10	18407956	18407956	chr10	18329741	18419740	NM_201572	5D	CACNB2	783
chr10	18407956	18407956	chr10	18329605	18419604	NM_201596	5D	CACNB2	783
chr10	18407956	18407956	chr10	18329605	18419604	NM_201593	5D	CACNB2	783
chr10	18407956	18407956	chr10	18329741	18419740	NM_201571	5D	CACNB2	783
chr10	115711647	115711647	chr10	115703805	115793804	NM_000684	5D	ADRB1	153
chr13	23765099	23765099	chr13	23755214	23777832	NM_000231	INTRON1	SGCG	6445
chr13	23771129	23771129	chr13	23755214	23777832	NM_000231	INTRON1	SGCG	6445
chr13	23771195	23771195	chr13	23755214	23777832	NM_000231	INTRON1	SGCG	6445
chr13	23774922	23774922	chr13	23755214	23777832	NM_000231	INTRON1	SGCG	6445
chr15	35045056	35045056	chr15	34980296	35070295	NM_005159	3D	ACTC1	70
chr15	35049786	35049786	chr15	34980296	35070295	NM_005159	3D	ACTC1	70
chr15	35071296	35071296	chr15	35070296	35078295	NM_005159	3P2	ACTC1	70
chr15	35117335	35117335	chr15	35097927	35187926	NM_005159	5D	ACTC1	70
chr16	4245692	4245692	chr16	4176186	4266185	NM_001116	5D	ADCY9	115
chr17	48273154	48273154	chr17	48263293	48353292	NM_000023	3D	SGCA	6442
chr17	48273154	48273154	chr17	48263293	48353292	NM_001135697	3D	SGCA	6442
chr17	73819524	73819524	chr17	73763899	73853898	NM_000213	3D	ITGB4	3691
chr17	73819524	73819524	chr17	73763899	73853898	NM_001005731	3D	ITGB4	3691
chr17	73819524	73819524	chr17	73763899	73853898	NM_001005619	3D	ITGB4	3691
chr22	36971956	36971956	chr22	36962540	36983510	NM_006078	INTRON2	CACNG2	10369
