Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	53515100	53515100	chr1	53469904	53559903	NM_001007098	3D	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_002979	INTRON15	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193599	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193600	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007100	INTRON4	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193617	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007250	INTRON3	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007099	INTRON4	SCP2	6342
chr3	42914011	42914011	chr3	42913683	42917632	NM_004391	EXON1	CYP8B1	1582
chr5	33950702	33950702	chr5	33887090	33977089	NM_203382	3D	AMACR	23600
chr5	33950702	33950702	chr5	33887090	33977089	NM_014324	3D	AMACR	23600
chr5	33950702	33950702	chr5	33887090	33977089	NM_001167595	3D	AMACR	23600
chr5	33955672	33955672	chr5	33887090	33977089	NM_203382	3D	AMACR	23600
chr5	33955672	33955672	chr5	33887090	33977089	NM_014324	3D	AMACR	23600
chr5	33955672	33955672	chr5	33887090	33977089	NM_001167595	3D	AMACR	23600
chr5	118734730	118734730	chr5	118688137	118778136	NM_000414	5D	HSD17B4	3295
chr5	118734730	118734730	chr5	118688137	118778136	NM_001199292	5D	HSD17B4	3295
chr5	118734730	118734730	chr5	118688201	118778200	NM_001199291	5D	HSD17B4	3295
chr6	46457835	46457835	chr6	46417444	46507443	NM_016593	3D	CYP39A1	51302
chr8	59454664	59454664	chr8	59422720	59512719	NM_000780	5D	CYP7A1	1581
chr10	5254145	5254145	chr10	5248360	5254577	NM_001818	INTRON5	AKR1C4	1109
chr10	5261158	5261158	chr10	5260910	5262909	NM_001818	3P1	AKR1C4	1109
