Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr5	137754694	137754694	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137754694	137754694	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137754694	137754694	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137759009	137759009	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137759009	137759009	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137759009	137759009	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137765758	137765758	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137765758	137765758	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137765758	137765758	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137782203	137782203	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137782203	137782203	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137782203	137782203	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137797379	137797379	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137797379	137797379	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137797379	137797379	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137802403	137802403	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137802403	137802403	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137802403	137802403	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137805651	137805651	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137805651	137805651	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137805651	137805651	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137822865	137822865	chr5	137741781	137831780	NM_004730	3D	ETF1	2107
chr5	137822865	137822865	chr5	137741781	137831780	NR_045994	3D	ETF1	2107
chr5	137822865	137822865	chr5	137741781	137831780	NR_045992	3D	ETF1	2107
chr5	137834138	137834138	chr5	137831781	137839780	NM_004730	3P2	ETF1	2107
chr5	137834138	137834138	chr5	137831781	137839780	NR_045994	3P2	ETF1	2107
chr5	137834138	137834138	chr5	137831781	137839780	NR_045992	3P2	ETF1	2107
chr5	146165937	146165937	chr5	146080705	146236060	NM_181678	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NM_001271900	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NM_181674	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146414730	NM_181677	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146236060	NM_001271948	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NM_181675	INTRON8	PPP2R2B	5521
