Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	172673321	172673321	chr1	172646012	172736011	NM_000639	3D	FASLG	356
chr1	223960535	223960535	chr1	223959941	223962534	NM_001748	INTRON20	CAPN2	824
chr1	223960535	223960535	chr1	223959941	223962534	NM_001146068	INTRON20	CAPN2	824
chr6	31641385	31641385	chr6	31556112	31646111	NM_000594	3D	TNF	7124
chr8	22849421	22849421	chr8	22777647	22867646	NM_003842	3D	TNFRSF10B	8795
chr8	22849421	22849421	chr8	22777647	22867646	NR_027140	3D	TNFRSF10B	8795
chr8	22849421	22849421	chr8	22777647	22867646	NM_147187	3D	TNFRSF10B	8795
chr8	23051354	23051354	chr8	22984950	23074949	NM_003841	3D	TNFRSF10C	8794
chr8	23051354	23051354	chr8	23031543	23121542	NM_003840	5D	TNFRSF10D	8793
chr8	23051354	23051354	chr8	23049526	23054643	NM_003844	INTRON1	TNFRSF10A	8797
chr9	104359260	104359260	chr9	104357283	104359282	NM_147180	5P1	PPP3R2	5535
chr12	6340387	6340387	chr12	6337922	6427921	NM_001065	3D	TNFRSF1A	7132
chr12	66646198	66646198	chr12	66641474	66648393	NM_007199	EXON12	IRAK3	11213
chr12	66646198	66646198	chr12	66641474	66648393	NM_001142523	EXON11	IRAK3	11213
chr17	7639748	7639748	chr17	7588811	7678810	NM_001276698	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001126116	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001126115	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001276699	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001126117	5D	TP53	7157
chr17	7639748	7639748	chr17	7588811	7678810	NM_001276697	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_000546	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126112	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126114	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276760	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126113	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276696	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276695	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001276761	5D	TP53	7157
chr17	7639748	7639748	chr17	7600868	7690867	NM_001126118	5D	TP53	7157
