Search for chr	given interval low	given interval high	tfbs	tfbs low	tfbs high	refseq gene name	ucscRefSeqGene low	ucscRefSeqGene high	interval name 	hugo suymbol	entrez id	keggPathwayName
chr17	74519373	74519373	RAD21_GM12878	74519268	74519466	NM_001166579	74476199	74566198	3D	AANAT	15	hsa01100
chr17	74519373	74519373	RAD21_GM12878	74519268	74519466	NM_001088	74476199	74566198	3D	AANAT	15	hsa01100
chr17	74519373	74519373	RAD21_GM12878	74519285	74519453	NM_001166579	74476199	74566198	3D	AANAT	15	hsa01100
chr17	74519373	74519373	RAD21_GM12878	74519285	74519453	NM_001088	74476199	74566198	3D	AANAT	15	hsa01100
chr21	38539118	38539118	RAD21_GM12878	38539059	38539294	NM_153681	38455103	38545102	5D	PIGP	51227	hsa01100
chr21	38539118	38539118	RAD21_GM12878	38539059	38539294	NR_028352	38455458	38545457	5D	PIGP	51227	hsa01100
chr21	38539118	38539118	RAD21_GM12878	38539059	38539294	NM_153682	38455458	38545457	5D	PIGP	51227	hsa01100
chr21	38539118	38539118	RAD21_GM12878	38539106	38539252	NM_153681	38455103	38545102	5D	PIGP	51227	hsa01100
chr21	38539118	38539118	RAD21_GM12878	38539106	38539252	NR_028352	38455458	38545457	5D	PIGP	51227	hsa01100
chr21	38539118	38539118	RAD21_GM12878	38539106	38539252	NM_153682	38455458	38545457	5D	PIGP	51227	hsa01100
