Search for chr	given interval low	given interval high	tfbs	tfbs low	tfbs high	refseq gene name	ucscRefSeqGene low	ucscRefSeqGene high	interval name 	hugo suymbol	entrez id	keggPathwayName
chr19	12995238	12998702	GABP_K562	12995718	12995854	NM_004343	12949413	13039412	5D	CALR	811	hsa04141
chr19	12995238	12998702	GABP_K562	12995718	12995854	NM_001270363	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12995718	12995854	NM_005053	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12995718	12995854	NM_001270362	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12995718	12995854	NR_072976	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12996372	12996641	NM_004343	12949413	13039412	5D	CALR	811	hsa04141
chr19	12995238	12998702	GABP_K562	12996372	12996641	NM_001270363	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12996372	12996641	NM_005053	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12996372	12996641	NM_001270362	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12996372	12996641	NR_072976	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997038	12997307	NM_004343	12949413	13039412	5D	CALR	811	hsa04141
chr19	12995238	12998702	GABP_K562	12997038	12997307	NM_001270363	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997038	12997307	NM_005053	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997038	12997307	NM_001270362	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997038	12997307	NR_072976	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997916	12998185	NM_004343	12949413	13039412	5D	CALR	811	hsa04141
chr19	12995238	12998702	GABP_K562	12997916	12998185	NM_001270363	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997916	12998185	NM_005053	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997916	12998185	NM_001270362	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12997916	12998185	NR_072976	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12998316	12998585	NM_004343	12949413	13039412	5D	CALR	811	hsa04141
chr19	12995238	12998702	GABP_K562	12998316	12998585	NM_001270363	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12998316	12998585	NM_005053	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12998316	12998585	NM_001270362	12956627	13046626	5D	RAD23A	5886	hsa04141
chr19	12995238	12998702	GABP_K562	12998316	12998585	NR_072976	12956627	13046626	5D	RAD23A	5886	hsa04141
