Search for chr	given interval low	given interval high	tfbs	tfbs low	tfbs high	refseq gene name	ucscRefSeqGene low	ucscRefSeqGene high	interval name 	hugo suymbol	entrez id	keggPathwayName
chr3	196019679	196019679	RAD21_HEPG2	196019478	196019717	NM_005017	196016584	196024583	5P2	PCYT1A	5130	hsa01100
chr3	196019679	196019679	RAD21_HEPG2	196019513	196019683	NM_005017	196016584	196024583	5P2	PCYT1A	5130	hsa01100
chr17	13956666	13956666	RAD21_HEPG2	13956618	13956857	NM_001303	13872718	13962717	5D	COX10	1352	hsa01100
chr17	74519373	74519373	RAD21_HEPG2	74519235	74519489	NM_001166579	74476199	74566198	3D	AANAT	15	hsa01100
chr17	74519373	74519373	RAD21_HEPG2	74519235	74519489	NM_001088	74476199	74566198	3D	AANAT	15	hsa01100
chr17	74519373	74519373	RAD21_HEPG2	74519261	74519484	NM_001166579	74476199	74566198	3D	AANAT	15	hsa01100
chr17	74519373	74519373	RAD21_HEPG2	74519261	74519484	NM_001088	74476199	74566198	3D	AANAT	15	hsa01100
chr21	38539118	38539118	RAD21_HEPG2	38539059	38539278	NM_153681	38455103	38545102	5D	PIGP	51227	hsa01100
chr21	38539118	38539118	RAD21_HEPG2	38539059	38539278	NR_028352	38455458	38545457	5D	PIGP	51227	hsa01100
chr21	38539118	38539118	RAD21_HEPG2	38539059	38539278	NM_153682	38455458	38545457	5D	PIGP	51227	hsa01100
