Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	158578864	158578864	chr1	158577170	158579169	NM_001004478	3P1	OR10Z1	128368
chr1	247622356	247622356	chr1	247617284	247625283	NM_001004492	5P2	OR2B11	127623
chr6	29344703	29344703	chr6	29343068	29345067	NM_030959	5P1	OR12D3	81797
chr6	29346362	29346362	chr6	29345068	29353067	NM_030959	5P2	OR12D3	81797
chr6	42157816	42157816	chr6	42156469	42162350	NM_002098	INTRON3	GUCA1B	2979
chr6	42164269	42164269	chr6	42162694	42164693	NM_002098	5P1	GUCA1B	2979
chr7	32033737	32033737	chr7	31920473	32091164	NM_001191059	INTRON16	PDE1C	5137
chr7	32033737	32033737	chr7	31920473	32209395	NM_001191058	INTRON16	PDE1C	5137
chr7	32033737	32033737	chr7	31920473	32091164	NM_001191056	INTRON15	PDE1C	5137
chr7	32033737	32033737	chr7	31920473	32091164	NM_001191057	INTRON16	PDE1C	5137
chr7	32033737	32033737	chr7	31920473	32091164	NM_005020	INTRON15	PDE1C	5137
chr10	54063161	54063161	chr10	54060110	54068109	NM_006258	3P2	PRKG1	5592
chr10	54063161	54063161	chr10	54060110	54068109	NM_001098512	3P2	PRKG1	5592
chr11	5510283	5510283	chr11	5368140	5526797	NM_001005567	INTRON4	OR51B5	282763
chr11	5510283	5510283	chr11	5368140	5526797	NR_038321	INTRON4	OR51B5	282763
chr11	48333359	48333359	chr11	48330704	48338703	NM_001004725	3P2	OR4S1	256148
chr11	123677613	123677613	chr11	123677057	123679056	NM_001005325	5P1	OR6M1	390261
chr11	123914741	123914741	chr11	123911708	123919707	NM_001004463	5P2	OR10G7	390265
chr22	25958951	25958951	chr22	25958860	25960859	NM_005160	5P1	ADRBK2	157
