Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr2	102315056	102315056	chr2	102315000	102407180	NM_145687	INTRON2	MAP4K4	9448
chr2	102315056	102315056	chr2	102315000	102407180	NM_001242560	INTRON2	MAP4K4	9448
chr2	102315056	102315056	chr2	102315000	102407180	NM_145686	INTRON2	MAP4K4	9448
chr2	102315056	102315056	chr2	102315000	102407180	NM_004834	INTRON2	MAP4K4	9448
chr2	102315056	102315056	chr2	102315000	102407180	NM_001242559	INTRON2	MAP4K4	9448
chr3	58165232	58165232	chr3	58159982	58167981	NM_001164317	3P2	FLNB	2317
chr3	58165232	58165232	chr3	58159982	58167981	NM_001164318	3P2	FLNB	2317
chr3	58165232	58165232	chr3	58159982	58167981	NM_001164319	3P2	FLNB	2317
chr3	58165232	58165232	chr3	58159982	58167981	NM_001457	3P2	FLNB	2317
chr7	140538990	140538990	chr7	140534672	140549909	NM_004333	INTRON16	BRAF	673
chr9	104359260	104359260	chr9	104357283	104359282	NM_147180	5P1	PPP3R2	5535
chr11	69526787	69526787	chr11	69521106	69529105	NM_005117	5P2	FGF19	9965
chr12	5613535	5613535	chr12	5606465	5614464	NM_002527	3P2	NTF3	4908
chr12	5613535	5613535	chr12	5606465	5614464	NM_001102654	3P2	NTF3	4908
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
chr20	50183239	50183239	chr20	50181370	50189369	NM_001258295	5P2	NFATC2	4773
chr20	50183239	50183239	chr20	50181370	50189369	NM_001258292	5P2	NFATC2	4773
chr20	50183239	50183239	chr20	50181370	50189369	NM_001258294	5P2	NFATC2	4773
chr20	50183239	50183239	chr20	50181370	50189369	NM_001136021	5P2	NFATC2	4773
chr22	36971956	36971956	chr22	36962540	36983510	NM_006078	INTRON2	CACNG2	10369
