Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042584	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185114	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042586	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042583	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042585	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185110	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185115	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001042587	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185112	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185107	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185108	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_030893	3P2	CD1E	913
chr1	158330241	158330241	chr1	158329343	158337342	NM_001185113	3P2	CD1E	913
chr1	207631204	207631204	chr1	207627821	207639869	NM_001877	INTRON1	CR2	1380
chr1	207631204	207631204	chr1	207627821	207639869	NM_001006658	INTRON1	CR2	1380
chr4	55517004	55517004	chr4	55514094	55522093	NM_000222	5P2	KIT	3815
chr4	55517004	55517004	chr4	55514094	55522093	NM_001093772	5P2	KIT	3815
chr4	55526919	55526919	chr4	55524248	55561676	NM_000222	INTRON1	KIT	3815
chr4	55526919	55526919	chr4	55524248	55561676	NM_001093772	INTRON1	KIT	3815
chr4	55612974	55612974	chr4	55608881	55616880	NM_000222	3P2	KIT	3815
chr4	55612974	55612974	chr4	55608881	55616880	NM_001093772	3P2	KIT	3815
chr5	52234614	52234614	chr5	52233344	52235418	NM_181501	INTRON24	ITGA1	3672
chr11	35161075	35161075	chr11	35160917	35198120	NM_000610	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001391	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202557	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202555	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202556	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001389	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001390	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001392	INTRON1	CD44	960
chr11	118231583	118231583	chr11	118226497	118234496	NM_000073	3P2	CD3G	917
chr12	6340387	6340387	chr12	6334700	6341796	NM_001769	INTRON2	CD9	928
