Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	53515100	53515100	chr1	53513609	53516279	NM_002979	INTRON15	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193599	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193600	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007100	INTRON4	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193617	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007250	INTRON3	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007099	INTRON4	SCP2	6342
chr4	185674312	185674312	chr4	185666748	185674747	NM_001995	3P2	ACSL1	2180
chr10	13341377	13341377	chr10	13340245	13341966	NM_006214	INTRON8	PHYH	5264
chr10	13341377	13341377	chr10	13337606	13341418	NM_001037537	INTRON7	PHYH	5264
chr22	18560569	18560569	chr22	18558685	18560684	NM_017929	5P1	PEX26	55670
chr22	18560569	18560569	chr22	18558685	18560684	NM_001199319	5P1	PEX26	55670
chr22	18560569	18560569	chr22	18558759	18560758	NM_001127649	5P1	PEX26	55670
