Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr2	171666996	171666996	chr2	171663199	171671198	NM_000817	5P2	GAD1	2571
chr2	171666996	171666996	chr2	171663199	171671198	NM_013445	5P2	GAD1	2571
chr3	10962314	10962314	chr3	10960138	10967688	NM_014229	INTRON8	SLC6A11	6538
chr8	131920535	131920535	chr8	131916288	131921952	NM_001115	INTRON12	ADCY8	114
chr8	131936278	131936278	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936853	131936853	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936876	131936876	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131954651	131954651	chr8	131949446	131955595	NM_001115	INTRON14	ADCY8	114
chr9	101182697	101182697	chr9	101168423	101216261	NM_005458	INTRON12	GABBR2	9568
chr9	101188122	101188122	chr9	101168423	101216261	NM_005458	INTRON12	GABBR2	9568
chr9	101201019	101201019	chr9	101168423	101216261	NM_005458	INTRON12	GABBR2	9568
chr14	52326084	52326084	chr14	52325021	52327020	NM_053064	5P1	GNG2	54331
chr14	52326084	52326084	chr14	52325021	52327020	NM_001243774	5P1	GNG2	54331
chr14	52326084	52326084	chr14	52325021	52327020	NM_001243773	5P1	GNG2	54331
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
