Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr2	46078462	46078462	chr2	46070202	46203566	NM_005400	INTRON2	PRKCE	5581
chr3	148466362	148466362	chr3	148462790	148470789	NM_032049	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_004835	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_000685	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_009585	3P2	AGTR1	185
chr3	148466362	148466362	chr3	148462790	148470789	NM_031850	3P2	AGTR1	185
chr7	140538990	140538990	chr7	140534672	140549909	NM_004333	INTRON16	BRAF	673
chr8	131920535	131920535	chr8	131916288	131921952	NM_001115	INTRON12	ADCY8	114
chr8	131936278	131936278	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936853	131936853	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936876	131936876	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131954651	131954651	chr8	131949446	131955595	NM_001115	INTRON14	ADCY8	114
chr10	54063161	54063161	chr10	54060110	54068109	NM_006258	3P2	PRKG1	5592
chr10	54063161	54063161	chr10	54060110	54068109	NM_001098512	3P2	PRKG1	5592
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
chr20	8450246	8450246	chr20	8352097	8608939	NM_015192	INTRON3	PLCB1	23236
chr20	8450246	8450246	chr20	8352097	8608939	NM_182734	INTRON3	PLCB1	23236
