Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	112021028	112021028	chr1	112015969	112023968	NM_001081976	3P2	ADORA3	140
chr1	112021028	112021028	chr1	112015969	112023968	NM_020683	3P2	ADORA3	140
chr2	233398214	233398214	chr2	233394436	233402435	NM_005199	5P2	CHRNG	1146
chr2	233398214	233398214	chr2	233396366	233398639	NM_001256657	INTRON8	CHRND	1144
chr2	233398214	233398214	chr2	233396366	233398639	NR_046333	INTRON7	CHRND	1144
chr2	233398214	233398214	chr2	233396366	233398639	NM_000751	INTRON9	CHRND	1144
chr2	233398214	233398214	chr2	233396366	233398639	NR_046334	INTRON9	CHRND	1144
chr3	7093552	7093552	chr3	6903594	7188137	NM_181874	INTRON1	GRM7	2917
chr3	7093552	7093552	chr3	6903594	7188137	NM_000844	INTRON1	GRM7	2917
chr3	24204997	24204997	chr3	24193981	24231563	NM_001128177	INTRON6	THRB	7068
chr3	24204997	24204997	chr3	24193981	24231563	NM_000461	INTRON6	THRB	7068
chr3	24204997	24204997	chr3	24193981	24231563	NM_001128176	INTRON6	THRB	7068
chr3	24204997	24204997	chr3	24193981	24231563	NM_001252634	INTRON6	THRB	7068
chr3	24211671	24211671	chr3	24193981	24231563	NM_001128177	INTRON6	THRB	7068
chr3	24211671	24211671	chr3	24193981	24231563	NM_000461	INTRON6	THRB	7068
chr3	24211671	24211671	chr3	24193981	24231563	NM_001128176	INTRON6	THRB	7068
chr3	24211671	24211671	chr3	24193981	24231563	NM_001252634	INTRON6	THRB	7068
chr3	24211738	24211738	chr3	24193981	24231563	NM_001128177	INTRON6	THRB	7068
chr3	24211738	24211738	chr3	24193981	24231563	NM_000461	INTRON6	THRB	7068
chr3	24211738	24211738	chr3	24193981	24231563	NM_001128176	INTRON6	THRB	7068
chr3	24211738	24211738	chr3	24193981	24231563	NM_001252634	INTRON6	THRB	7068
chr3	148466362	148466362	chr3	148462790	148470789	NM_032049	3P2	AGTR1	185
