Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	183184847	183184847	chr1	183184723	183187523	NM_018891	INTRON3	LAMC2	3918
chr1	183184847	183184847	chr1	183184723	183187523	NM_005562	INTRON3	LAMC2	3918
chr1	183188061	183188061	chr1	183187623	183189958	NM_018891	INTRON4	LAMC2	3918
chr1	183188061	183188061	chr1	183187623	183189958	NM_005562	INTRON4	LAMC2	3918
chr3	59884452	59884452	chr3	59738047	59908070	NM_002012	INTRON2	FHIT	2272
chr3	59884452	59884452	chr3	59738047	59908070	NM_001166243	INTRON2	FHIT	2272
chr3	60497850	60497850	chr3	59999878	60522591	NM_002012	INTRON5	FHIT	2272
chr3	60497850	60497850	chr3	59999878	60522591	NM_001166243	INTRON5	FHIT	2272
chr3	60599390	60599390	chr3	60522712	60807611	NM_002012	INTRON6	FHIT	2272
chr3	60599390	60599390	chr3	60522712	60807611	NM_001166243	INTRON6	FHIT	2272
chr3	60615589	60615589	chr3	60522712	60807611	NM_002012	INTRON6	FHIT	2272
chr3	60615589	60615589	chr3	60522712	60807611	NM_001166243	INTRON6	FHIT	2272
chr3	60625597	60625597	chr3	60522712	60807611	NM_002012	INTRON6	FHIT	2272
chr3	60625597	60625597	chr3	60522712	60807611	NM_001166243	INTRON6	FHIT	2272
chr3	60720890	60720890	chr3	60522712	60807611	NM_002012	INTRON6	FHIT	2272
chr3	60720890	60720890	chr3	60522712	60807611	NM_001166243	INTRON6	FHIT	2272
chr6	20408918	20408918	chr6	20402856	20480075	NM_001949	INTRON1	E2F3	1871
chr6	20408918	20408918	chr6	20404063	20480075	NM_001243076	INTRON1	E2F3	1871
chr6	129845906	129845906	chr6	129839710	129847709	NM_001079823	3P2	LAMA2	3908
chr6	129845906	129845906	chr6	129839710	129847709	NM_000426	3P2	LAMA2	3908
chr13	110916818	110916818	chr13	110895081	110959289	NM_001845	INTRON51	COL4A1	1282
chr18	7035914	7035914	chr18	7034689	7035984	NM_005559	INTRON50	LAMA1	284217
