Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	22224101	22224101	chr1	22222803	22263646	NM_005529	INTRON96	HSPG2	3339
chr1	86514749	86514749	chr1	86512552	86515805	NM_152890	INTRON49	COL24A1	255631
chr1	183184847	183184847	chr1	183184723	183187523	NM_018891	INTRON3	LAMC2	3918
chr1	183184847	183184847	chr1	183184723	183187523	NM_005562	INTRON3	LAMC2	3918
chr1	183188061	183188061	chr1	183187623	183189958	NM_018891	INTRON4	LAMC2	3918
chr1	183188061	183188061	chr1	183187623	183189958	NM_005562	INTRON4	LAMC2	3918
chr2	238224334	238224334	chr2	238222654	238230653	NM_057167	3P2	COL6A3	1293
chr2	238224334	238224334	chr2	238222654	238230653	NM_004369	3P2	COL6A3	1293
chr2	238224334	238224334	chr2	238222654	238230653	NM_057166	3P2	COL6A3	1293
chr2	238227918	238227918	chr2	238222654	238230653	NM_057167	3P2	COL6A3	1293
chr2	238227918	238227918	chr2	238222654	238230653	NM_004369	3P2	COL6A3	1293
chr2	238227918	238227918	chr2	238222654	238230653	NM_057166	3P2	COL6A3	1293
chr2	238235081	238235081	chr2	238234367	238242091	NM_057167	INTRON2	COL6A3	1293
chr2	238235081	238235081	chr2	238234367	238242091	NM_004369	INTRON2	COL6A3	1293
chr2	238235081	238235081	chr2	238234367	238242091	NM_057166	INTRON2	COL6A3	1293
chr3	37489414	37489414	chr3	37483812	37491811	NM_002207	5P2	ITGA9	3680
chr5	52234614	52234614	chr5	52233344	52235418	NM_181501	INTRON24	ITGA1	3672
chr6	129845906	129845906	chr6	129839710	129847709	NM_001079823	3P2	LAMA2	3908
chr6	129845906	129845906	chr6	129839710	129847709	NM_000426	3P2	LAMA2	3908
chr7	20361872	20361872	chr7	20360724	20368723	NM_002214	5P2	ITGB8	3696
chr11	35161075	35161075	chr11	35160917	35198120	NM_000610	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001391	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202557	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202555	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202556	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001389	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001390	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001392	INTRON1	CD44	960
chr13	110916818	110916818	chr13	110895081	110959289	NM_001845	INTRON51	COL4A1	1282
chr17	48273154	48273154	chr17	48273026	48273282	NM_000088	INTRON35	COL1A1	1277
chr18	7035914	7035914	chr18	7034689	7035984	NM_005559	INTRON50	LAMA1	284217
