Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	113056989	113056989	chr1	113033703	113057494	NM_004185	INTRON2	WNT2B	7482
chr1	113056989	113056989	chr1	113052066	113057494	NM_024494	INTRON1	WNT2B	7482
chr1	183184847	183184847	chr1	183184723	183187523	NM_018891	INTRON3	LAMC2	3918
chr1	183184847	183184847	chr1	183184723	183187523	NM_005562	INTRON3	LAMC2	3918
chr1	183188061	183188061	chr1	183187623	183189958	NM_018891	INTRON4	LAMC2	3918
chr1	183188061	183188061	chr1	183187623	183189958	NM_005562	INTRON4	LAMC2	3918
chr2	85514931	85514931	chr2	85510701	85529605	NM_031283	INTRON4	TCF7L1	83439
chr3	12360213	12360213	chr3	12329519	12421201	NM_005037	INTRON1	PPARG	5468
chr3	12360213	12360213	chr3	12353952	12421201	NM_138712	INTRON2	PPARG	5468
chr3	12360213	12360213	chr3	12353952	12421201	NM_138711	INTRON2	PPARG	5468
chr3	12391206	12391206	chr3	12391000	12392999	NM_015869	5P1	PPARG	5468
chr3	12391206	12391206	chr3	12329519	12421201	NM_005037	INTRON1	PPARG	5468
chr3	12391206	12391206	chr3	12353952	12421201	NM_138712	INTRON2	PPARG	5468
chr3	12391206	12391206	chr3	12353952	12421201	NM_138711	INTRON2	PPARG	5468
chr3	12391582	12391582	chr3	12391000	12392999	NM_015869	5P1	PPARG	5468
chr3	12391582	12391582	chr3	12329519	12421201	NM_005037	INTRON1	PPARG	5468
chr3	12391582	12391582	chr3	12353952	12421201	NM_138712	INTRON2	PPARG	5468
chr3	12391582	12391582	chr3	12353952	12421201	NM_138711	INTRON2	PPARG	5468
chr4	55517004	55517004	chr4	55514094	55522093	NM_000222	5P2	KIT	3815
chr4	55517004	55517004	chr4	55514094	55522093	NM_001093772	5P2	KIT	3815
chr4	55526919	55526919	chr4	55524248	55561676	NM_000222	INTRON1	KIT	3815
chr4	55526919	55526919	chr4	55524248	55561676	NM_001093772	INTRON1	KIT	3815
chr4	55612974	55612974	chr4	55608881	55616880	NM_000222	3P2	KIT	3815
chr4	55612974	55612974	chr4	55608881	55616880	NM_001093772	3P2	KIT	3815
chr5	137419988	137419988	chr5	137419972	137420185	NM_058244	INTRON2	WNT8A	7478
chr6	20408918	20408918	chr6	20402856	20480075	NM_001949	INTRON1	E2F3	1871
chr6	20408918	20408918	chr6	20404063	20480075	NM_001243076	INTRON1	E2F3	1871
chr6	129845906	129845906	chr6	129839710	129847709	NM_001079823	3P2	LAMA2	3908
chr6	129845906	129845906	chr6	129839710	129847709	NM_000426	3P2	LAMA2	3908
chr7	42160702	42160702	chr7	42116456	42187823	NM_000168	INTRON12	GLI3	2737
chr7	140538990	140538990	chr7	140534672	140549909	NM_004333	INTRON16	BRAF	673
chr8	28411071	28411071	chr8	28409268	28413253	NM_145866	INTRON5	FZD3	7976
chr8	28411071	28411071	chr8	28409268	28413253	NM_017412	INTRON6	FZD3	7976
chr8	28416550	28416550	chr8	28413488	28420313	NM_145866	INTRON6	FZD3	7976
chr8	28416550	28416550	chr8	28413488	28420313	NM_017412	INTRON7	FZD3	7976
chr8	28435667	28435667	chr8	28433785	28441784	NM_145866	3P2	FZD3	7976
chr8	28435667	28435667	chr8	28433785	28441784	NM_017412	3P2	FZD3	7976
chr10	61556985	61556985	chr10	61554355	61564176	NM_005436	INTRON2	CCDC6	8030
chr10	61565653	61565653	chr10	61564278	61566678	NM_005436	INTRON3	CCDC6	8030
chr10	61570573	61570573	chr10	61566836	61572391	NM_005436	INTRON4	CCDC6	8030
chr10	61595109	61595109	chr10	61592411	61612309	NM_005436	INTRON7	CCDC6	8030
chr10	61612158	61612158	chr10	61592411	61612309	NM_005436	INTRON7	CCDC6	8030
chr10	61618788	61618788	chr10	61612460	61665878	NM_005436	INTRON8	CCDC6	8030
chr10	67996289	67996289	chr10	67863007	68040226	NM_001127384	INTRON5	CTNNA3	29119
chr10	67996289	67996289	chr10	67863007	68040226	NM_013266	INTRON5	CTNNA3	29119
chr10	68689360	68689360	chr10	68535282	68940073	NM_001127384	INTRON11	CTNNA3	29119
chr10	68689360	68689360	chr10	68535282	68940073	NM_013266	INTRON11	CTNNA3	29119
chr10	114715688	114715688	chr10	114711366	114799782	NM_001198529	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_030756	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114900941	NM_001198530	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_001198527	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_001146284	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114724313	NM_001198531	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_001198526	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_001198525	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_001198528	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_001146283	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114799782	NM_001146286	INTRON3	TCF7L2	6934
chr10	114715688	114715688	chr10	114711366	114724313	NM_001146274	INTRON3	TCF7L2	6934
