Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	237802064	237802064	chr1	237801792	237802313	NM_001035	INTRON45	RYR2	6262
chr4	15743390	15743390	chr4	15735796	15743795	NM_004334	3P2	BST1	683
chr7	130012956	130012956	chr7	130010289	130018288	NM_001868	5P2	CPA1	1357
chr8	131920535	131920535	chr8	131916288	131921952	NM_001115	INTRON12	ADCY8	114
chr8	131936278	131936278	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936853	131936853	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936876	131936876	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131954651	131954651	chr8	131949446	131955595	NM_001115	INTRON14	ADCY8	114
chr11	2712285	2712285	chr11	2683311	2790072	NM_000218	INTRON11	KCNQ1	3784
chr11	2712285	2712285	chr11	2683311	2790072	NR_040711	INTRON11	KCNQ1	3784
chr11	2715531	2715531	chr11	2683311	2790072	NM_000218	INTRON11	KCNQ1	3784
chr11	2715531	2715531	chr11	2683311	2790072	NR_040711	INTRON11	KCNQ1	3784
chr13	46618289	46618289	chr13	46617321	46625320	NM_001872	3P2	CPB2	1361
chr13	46636234	46636234	chr13	46632516	46638781	NM_001872	INTRON3	CPB2	1361
chr13	46655500	46655500	chr13	46653036	46656574	NM_001872	INTRON7	CPB2	1361
chr13	46668301	46668301	chr13	46661955	46679069	NM_001872	INTRON10	CPB2	1361
chr13	46676194	46676194	chr13	46661955	46679069	NM_001872	INTRON10	CPB2	1361
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
chr20	8450246	8450246	chr20	8352097	8608939	NM_015192	INTRON3	PLCB1	23236
chr20	8450246	8450246	chr20	8352097	8608939	NM_182734	INTRON3	PLCB1	23236
