Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr2	46078462	46078462	chr2	46070202	46203566	NM_005400	INTRON2	PRKCE	5581
chr5	146165937	146165937	chr5	146080705	146236060	NM_181678	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NM_001271900	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NM_181674	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146414730	NM_181677	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146236060	NM_001271948	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NM_181675	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146435226	NM_181676	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NR_073526	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146460620	NM_001271899	INTRON8	PPP2R2B	5521
chr5	146165937	146165937	chr5	146080705	146257563	NR_073527	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146236060	NM_181678	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146257563	NM_001271900	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146257563	NM_181674	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146414730	NM_181677	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146236060	NM_001271948	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146257563	NM_181675	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146435226	NM_181676	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146257563	NR_073526	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146460620	NM_001271899	INTRON8	PPP2R2B	5521
chr5	146193490	146193490	chr5	146080705	146257563	NR_073527	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146236060	NM_181678	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146257563	NM_001271900	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146257563	NM_181674	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146414730	NM_181677	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146236060	NM_001271948	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146257563	NM_181675	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146435226	NM_181676	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146257563	NR_073526	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146460620	NM_001271899	INTRON8	PPP2R2B	5521
chr5	146207455	146207455	chr5	146080705	146257563	NR_073527	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146236060	NM_181678	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146257563	NM_001271900	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146257563	NM_181674	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146414730	NM_181677	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146236060	NM_001271948	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146257563	NM_181675	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146435226	NM_181676	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146257563	NR_073526	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146460620	NM_001271899	INTRON8	PPP2R2B	5521
chr5	146213534	146213534	chr5	146080705	146257563	NR_073527	INTRON8	PPP2R2B	5521
chr6	31641385	31641385	chr6	31639843	31647842	NM_001320	3P2	CSNK2B	1460
chr10	67996289	67996289	chr10	67863007	68040226	NM_001127384	INTRON5	CTNNA3	29119
chr10	67996289	67996289	chr10	67863007	68040226	NM_013266	INTRON5	CTNNA3	29119
chr10	68689360	68689360	chr10	68535282	68940073	NM_001127384	INTRON11	CTNNA3	29119
chr10	68689360	68689360	chr10	68535282	68940073	NM_013266	INTRON11	CTNNA3	29119
chr11	133929555	133929555	chr11	133928819	133936818	NM_001205329	5P2	JAM3	83700
chr11	133929555	133929555	chr11	133928819	133936818	NM_032801	5P2	JAM3	83700
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
chr21	37842467	37842467	chr21	37834074	37849670	NM_144492	INTRON1	CLDN14	23562
chr21	37842467	37842467	chr21	37834074	37882659	NM_001146078	INTRON1	CLDN14	23562
chr21	37842467	37842467	chr21	37834074	37882659	NM_001146077	INTRON1	CLDN14	23562
chr21	37842467	37842467	chr21	37834074	37851791	NM_001146079	INTRON1	CLDN14	23562
chr21	37842467	37842467	chr21	37840739	37848738	NM_012130	5P2	CLDN14	23562
chr21	37872446	37872446	chr21	37834074	37882659	NM_001146078	INTRON1	CLDN14	23562
chr21	37872446	37872446	chr21	37834074	37882659	NM_001146077	INTRON1	CLDN14	23562
chr21	37938728	37938728	chr21	37882798	37948707	NM_001146077	INTRON2	CLDN14	23562
