Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr2	225434444	225434444	chr2	225400358	225449659	NM_001257197	INTRON14	CUL3	8452
chr2	225434444	225434444	chr2	225422573	225449659	NM_003590	INTRON15	CUL3	8452
chr6	162363958	162363958	chr6	162206940	162394332	NM_013988	INTRON6	PARK2	5071
chr6	162363958	162363958	chr6	162206940	162394332	NM_013987	INTRON6	PARK2	5071
chr6	162363958	162363958	chr6	162206940	162394332	NM_004562	INTRON6	PARK2	5071
chr8	22849421	22849421	chr8	22843360	22851359	NM_001160037	5P2	RHOBTB2	23221
chr8	22849421	22849421	chr8	22845076	22849579	NM_001160036	INTRON1	RHOBTB2	23221
chr8	22849421	22849421	chr8	22847091	22855090	NM_015178	5P2	RHOBTB2	23221
chr11	118231583	118231583	chr11	118230389	118235753	NM_001204077	INTRON1	UBE4A	9354
chr11	118231583	118231583	chr11	118230389	118235753	NM_004788	INTRON1	UBE4A	9354
chr15	25595811	25595811	chr15	25585375	25599498	NM_130838	INTRON2	UBE3A	7337
chr15	25595811	25595811	chr15	25585375	25599498	NM_130839	INTRON2	UBE3A	7337
chr15	25595811	25595811	chr15	25585375	25599498	NM_000462	INTRON2	UBE3A	7337
chr17	57050364	57050364	chr17	57049999	57057998	NM_001005207	3P2	TRIM37	4591
