Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr7	140538990	140538990	chr7	140534672	140549909	NM_004333	INTRON16	BRAF	673
chr10	97111911	97111911	chr10	97106209	97114637	NM_015385	INTRON7	SORBS1	10580
chr10	97111911	97111911	chr10	97106209	97114637	NM_006434	INTRON7	SORBS1	10580
chr10	97111911	97111911	chr10	97111133	97114637	NM_001034957	INTRON8	SORBS1	10580
chr10	97111911	97111911	chr10	97111133	97114637	NM_001034956	INTRON9	SORBS1	10580
chr10	97111911	97111911	chr10	97111133	97114637	NM_001034955	INTRON9	SORBS1	10580
chr10	97111911	97111911	chr10	97111133	97114637	NM_001034954	INTRON9	SORBS1	10580
chr10	97111911	97111911	chr10	97111133	97114637	NM_024991	INTRON8	SORBS1	10580
chr10	97123884	97123884	chr10	97117560	97127405	NM_001034957	INTRON10	SORBS1	10580
chr10	97123884	97123884	chr10	97117560	97127405	NM_001034956	INTRON11	SORBS1	10580
chr10	97123884	97123884	chr10	97117560	97127405	NM_001034955	INTRON11	SORBS1	10580
chr10	97123884	97123884	chr10	97117560	97127405	NM_015385	INTRON9	SORBS1	10580
chr10	97123884	97123884	chr10	97117560	97127405	NM_006434	INTRON9	SORBS1	10580
chr10	97123884	97123884	chr10	97117560	97127405	NM_001034954	INTRON11	SORBS1	10580
chr10	97123884	97123884	chr10	97117560	97127405	NM_024991	INTRON10	SORBS1	10580
chr12	49390676	49390676	chr12	49386054	49394053	NM_001206709	3P2	PRKAG1	5571
chr12	49390676	49390676	chr12	49386054	49394053	NM_001206710	3P2	PRKAG1	5571
chr12	49390676	49390676	chr12	49386054	49394053	NM_002733	3P2	PRKAG1	5571
chr12	49398861	49398861	chr12	49398801	49398901	NM_001206709	INTRON6	PRKAG1	5571
chr12	49398861	49398861	chr12	49398801	49398901	NM_001206710	INTRON6	PRKAG1	5571
chr12	49398861	49398861	chr12	49398801	49398901	NM_002733	INTRON6	PRKAG1	5571
chr12	49422093	49422093	chr12	49414531	49422530	NM_001206710	5P2	PRKAG1	5571
chr12	49422093	49422093	chr12	49414629	49422628	NM_001206709	5P2	PRKAG1	5571
chr12	49422093	49422093	chr12	49414629	49422628	NM_002733	5P2	PRKAG1	5571
chr14	51407579	51407579	chr14	51401903	51410877	NM_001163940	INTRON18	PYGL	5836
chr14	51407579	51407579	chr14	51404555	51410877	NM_002863	INTRON19	PYGL	5836
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
chr17	41046439	41046439	chr17	41042813	41050812	NM_000151	5P2	G6PC	2538
chr17	41046439	41046439	chr17	41042813	41050812	NM_001270397	5P2	G6PC	2538
chr17	78726260	78726260	chr17	78704506	78727808	NM_001163034	INTRON5	RPTOR	57521
chr17	78726260	78726260	chr17	78704506	78727808	NM_020761	INTRON5	RPTOR	57521
