Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	53515100	53515100	chr1	53513609	53516279	NM_002979	INTRON15	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193599	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193600	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007100	INTRON4	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001193617	INTRON14	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007250	INTRON3	SCP2	6342
chr1	53515100	53515100	chr1	53513609	53516279	NM_001007099	INTRON4	SCP2	6342
chr1	77850776	77850776	chr1	77806253	77876664	NM_012093	INTRON6	AK5	26289
chr1	77850776	77850776	chr1	77806253	77876664	NM_174858	INTRON6	AK5	26289
chr1	95470810	95470810	chr1	95448862	95492683	NM_144988	INTRON1	ALG14	199857
chr1	97533596	97533596	chr1	97533299	97541298	NM_000110	3P2	DPYD	1806
chr1	98056574	98056574	chr1	98039526	98058772	NM_000110	INTRON13	DPYD	1806
chr1	98060480	98060480	chr1	98058943	98060613	NM_000110	INTRON14	DPYD	1806
chr1	98080307	98080307	chr1	98060722	98144649	NM_000110	INTRON15	DPYD	1806
chr1	111692439	111692439	chr1	111690675	111702000	NM_006090	INTRON2	CEPT1	10390
chr1	111692439	111692439	chr1	111690675	111702000	NM_001007794	INTRON2	CEPT1	10390
chr1	183241261	183241261	chr1	183230438	183247686	NM_170706	INTRON3	NMNAT2	23057
chr1	183241261	183241261	chr1	183230438	183247686	NM_015039	INTRON3	NMNAT2	23057
chr1	230238820	230238820	chr1	230203153	230313962	NM_004481	INTRON1	GALNT2	2590
chr2	171666996	171666996	chr2	171663199	171671198	NM_000817	5P2	GAD1	2571
chr2	171666996	171666996	chr2	171663199	171671198	NM_013445	5P2	GAD1	2571
chr2	219497927	219497927	chr2	219497035	219498326	NM_032726	INTRON10	PLCD4	84812
chr3	127435190	127435190	chr3	127429508	127439894	NM_007283	INTRON3	MGLL	11343
chr3	127435190	127435190	chr3	127414033	127439894	NM_001256585	INTRON2	MGLL	11343
chr3	127435190	127435190	chr3	127429508	127439894	NM_001003794	INTRON3	MGLL	11343
chr3	196019679	196019679	chr3	196016584	196024583	NM_005017	5P2	PCYT1A	5130
chr4	15743390	15743390	chr4	15735796	15743795	NM_004334	3P2	BST1	683
chr4	22708874	22708874	chr4	22694696	22737602	NR_102355	INTRON1	GBA3	57733
chr4	22708874	22708874	chr4	22694696	22737602	NM_001128432	INTRON1	GBA3	57733
chr4	22708874	22708874	chr4	22694696	22737602	NM_020973	INTRON1	GBA3	57733
chr4	22708874	22708874	chr4	22705711	22713710	NM_001277225	5P2	GBA3	57733
chr4	22708874	22708874	chr4	22694696	22737602	NR_102356	INTRON1	GBA3	57733
chr4	22708874	22708874	chr4	22705711	22713710	NR_102357	5P2	GBA3	57733
chr4	22748755	22748755	chr4	22737831	22820342	NM_001128432	INTRON2	GBA3	57733
chr4	22748755	22748755	chr4	22737831	22748917	NR_102355	INTRON2	GBA3	57733
chr4	22748755	22748755	chr4	22737831	22748917	NM_020973	INTRON2	GBA3	57733
chr4	22748755	22748755	chr4	22737831	22748917	NM_001277225	INTRON2	GBA3	57733
chr4	22748755	22748755	chr4	22737831	22820342	NR_102356	INTRON2	GBA3	57733
chr4	22748755	22748755	chr4	22737831	22748917	NR_102357	INTRON2	GBA3	57733
chr4	173796705	173796705	chr4	173734874	173803939	NM_001034845	INTRON7	GALNTL6	442117
chr4	173801949	173801949	chr4	173734874	173803939	NM_001034845	INTRON7	GALNTL6	442117
chr4	185674312	185674312	chr4	185666748	185674747	NM_001995	3P2	ACSL1	2180
chr5	1477230	1477230	chr5	1474800	1477517	NM_024830	INTRON5	LPCAT1	79888
chr5	52408131	52408131	chr5	52407598	52415597	NM_176806	5P2	MOCS2	4338
chr5	52408131	52408131	chr5	52407325	52415324	NM_004531	5P2	MOCS2	4338
chr5	70922615	70922615	chr5	70922580	70927946	NM_022132	INTRON7	MCCC2	64087
chr5	73974486	73974486	chr5	73970968	73978967	NM_000521	5P2	HEXB	3074
chr5	85911653	85911653	chr5	85903783	85911782	NM_001867	5P2	COX7C	1350
chr5	167976668	167976668	chr5	167972627	167980626	NM_024594	3P2	PANK3	79646
chr6	84140037	84140037	chr6	84117620	84140594	NM_002395	INTRON13	ME1	4199
chr6	119528315	119528315	chr6	119526047	119569423	NM_005907	INTRON7	MAN1A1	4121
chr6	160210060	160210060	chr6	160202087	160210086	NM_005891	3P2	ACAT2	39
chr8	39816467	39816467	chr8	39806783	39821125	NM_194294	INTRON2	IDO2	169355
chr8	39834276	39834276	chr8	39821222	39836584	NM_194294	INTRON3	IDO2	169355
chr8	39858025	39858025	chr8	39847357	39862844	NM_194294	INTRON8	IDO2	169355
chr8	104089617	104089617	chr8	104087285	104095284	NM_001695	3P2	ATP6V1C1	528
chr8	119017884	119017884	chr8	118849440	119122322	NM_000127	INTRON10	EXT1	2131
chr9	71516541	71516541	chr9	71509554	71532462	NM_003558	INTRON8	PIP5K1B	8395
chr10	5254145	5254145	chr10	5248360	5254577	NM_001818	INTRON5	AKR1C4	1109
chr10	5261158	5261158	chr10	5260910	5262909	NM_001818	3P1	AKR1C4	1109
chr10	52361843	52361843	chr10	52350007	52383465	NM_147156	INTRON10	SGMS1	259230
chr11	47600437	47600437	chr11	47598561	47600560	NM_004551	5P1	NDUFS3	4722
chr14	51407579	51407579	chr14	51401903	51410877	NM_001163940	INTRON18	PYGL	5836
chr14	51407579	51407579	chr14	51404555	51410877	NM_002863	INTRON19	PYGL	5836
chr15	34647567	34647567	chr15	34641088	34649087	NM_153613	3P2	LPCAT4	254531
chr15	50564883	50564883	chr15	50560162	50568161	NM_002112	5P2	HDC	3067
chr15	74622532	74622532	chr15	74620102	74628101	NM_001099773	3P2	CYP11A1	1583
chr15	74622532	74622532	chr15	74620102	74628101	NM_000781	3P2	CYP11A1	1583
chr15	80477570	80477570	chr15	80473501	80478470	NM_000137	INTRON13	FAH	2184
chr15	101063500	101063500	chr15	101061961	101069016	NM_178842	INTRON11	CERS3	204219
chr16	637211	637211	chr16	636136	644135	NM_148920	3P2	PIGQ	9091
chr16	637211	637211	chr16	636136	644135	NM_004204	3P2	PIGQ	9091
chr17	7979462	7979462	chr17	7979034	7979491	NM_001139	INTRON4	ALOX12B	242
chr17	41046439	41046439	chr17	41042813	41050812	NM_000151	5P2	G6PC	2538
chr17	41046439	41046439	chr17	41042813	41050812	NM_001270397	5P2	G6PC	2538
chr19	49211968	49211968	chr19	49211191	49219190	NM_001097638	3P2	FUT2	2524
chr19	49211968	49211968	chr19	49211191	49219190	NM_000511	3P2	FUT2	2524
chr20	8450246	8450246	chr20	8352097	8608939	NM_015192	INTRON3	PLCB1	23236
chr20	8450246	8450246	chr20	8352097	8608939	NM_182734	INTRON3	PLCB1	23236
chr21	35275240	35275240	chr21	35273756	35275755	NM_001697	3P1	ATP5O	539
