Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	201088888	201088888	chr1	201083694	201091693	NM_000069	5P2	CACNA1S	779
chr1	223960535	223960535	chr1	223959941	223962534	NM_001748	INTRON20	CAPN2	824
chr1	223960535	223960535	chr1	223959941	223962534	NM_001146068	INTRON20	CAPN2	824
chr5	85911653	85911653	chr5	85903783	85911782	NM_001867	5P2	COX7C	1350
chr9	104359260	104359260	chr9	104357283	104359282	NM_147180	5P1	PPP3R2	5535
chr11	47600437	47600437	chr11	47598561	47600560	NM_004551	5P1	NDUFS3	4722
chr15	33678717	33678717	chr15	33603297	33765618	NM_001243996	INTRON1	RYR3	6263
chr15	33678717	33678717	chr15	33603297	33765618	NM_001036	INTRON1	RYR3	6263
chr15	34134589	34134589	chr15	34134236	34135687	NM_001243996	INTRON90	RYR3	6263
chr15	34134589	34134589	chr15	34134236	34135687	NM_001036	INTRON91	RYR3	6263
chr15	34139565	34139565	chr15	34137263	34140490	NM_001243996	INTRON92	RYR3	6263
chr15	34139565	34139565	chr15	34137263	34140490	NM_001036	INTRON93	RYR3	6263
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
chr20	8450246	8450246	chr20	8352097	8608939	NM_015192	INTRON3	PLCB1	23236
chr20	8450246	8450246	chr20	8352097	8608939	NM_182734	INTRON3	PLCB1	23236
chr21	27446431	27446431	chr21	27425664	27462257	NM_201414	INTRON13	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_001136131	INTRON13	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_001136129	INTRON13	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_001204301	INTRON14	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_001136130	INTRON15	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_201413	INTRON14	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_000484	INTRON15	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_001204302	INTRON13	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_001204303	INTRON12	APP	351
chr21	27446431	27446431	chr21	27425664	27462257	NM_001136016	INTRON14	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_201414	INTRON14	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_001136131	INTRON14	APP	351
chr21	27481316	27481316	chr21	27462388	27542880	NM_001136129	INTRON14	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_001204301	INTRON15	APP	351
chr21	27481316	27481316	chr21	27462388	27542880	NM_001136130	INTRON16	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_201413	INTRON15	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_000484	INTRON16	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_001204302	INTRON14	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_001204303	INTRON13	APP	351
chr21	27481316	27481316	chr21	27462388	27484294	NM_001136016	INTRON15	APP	351
chr21	27484967	27484967	chr21	27462388	27542880	NM_001136129	INTRON14	APP	351
chr21	27484967	27484967	chr21	27462388	27542880	NM_001136130	INTRON16	APP	351
chr21	27484967	27484967	chr21	27484463	27542880	NM_201414	INTRON15	APP	351
chr21	27484967	27484967	chr21	27484463	27542880	NM_201413	INTRON16	APP	351
chr21	27484967	27484967	chr21	27484463	27543301	NM_001136131	INTRON15	APP	351
chr21	27484967	27484967	chr21	27484463	27542880	NM_001204301	INTRON16	APP	351
chr21	27484967	27484967	chr21	27484463	27542880	NM_000484	INTRON17	APP	351
chr21	27484967	27484967	chr21	27484463	27542880	NM_001204302	INTRON15	APP	351
chr21	27484967	27484967	chr21	27484463	27542880	NM_001204303	INTRON14	APP	351
chr21	27484967	27484967	chr21	27484463	27512469	NM_001136016	INTRON16	APP	351
chr21	27520110	27520110	chr21	27462388	27542880	NM_001136129	INTRON14	APP	351
chr21	27520110	27520110	chr21	27462388	27542880	NM_001136130	INTRON16	APP	351
chr21	27520110	27520110	chr21	27484463	27542880	NM_201414	INTRON15	APP	351
chr21	27520110	27520110	chr21	27484463	27542880	NM_201413	INTRON16	APP	351
chr21	27520110	27520110	chr21	27484463	27543301	NM_001136131	INTRON15	APP	351
chr21	27520110	27520110	chr21	27484463	27542880	NM_001204301	INTRON16	APP	351
chr21	27520110	27520110	chr21	27484463	27542880	NM_000484	INTRON17	APP	351
chr21	27520110	27520110	chr21	27484463	27542880	NM_001204302	INTRON15	APP	351
chr21	27520110	27520110	chr21	27484463	27542880	NM_001204303	INTRON14	APP	351
chr21	27520110	27520110	chr21	27514708	27522707	NM_001136016	5P2	APP	351
chr21	35275240	35275240	chr21	35273756	35275755	NM_001697	3P1	ATP5O	539
