Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr1	86514749	86514749	chr1	86512552	86515805	NM_152890	INTRON49	COL24A1	255631
chr2	162900888	162900888	chr2	162895694	162902040	NM_001935	INTRON21	DPP4	1803
chr2	238224334	238224334	chr2	238222654	238230653	NM_057167	3P2	COL6A3	1293
chr2	238224334	238224334	chr2	238222654	238230653	NM_004369	3P2	COL6A3	1293
chr2	238224334	238224334	chr2	238222654	238230653	NM_057166	3P2	COL6A3	1293
chr2	238227918	238227918	chr2	238222654	238230653	NM_057167	3P2	COL6A3	1293
chr2	238227918	238227918	chr2	238222654	238230653	NM_004369	3P2	COL6A3	1293
chr2	238227918	238227918	chr2	238222654	238230653	NM_057166	3P2	COL6A3	1293
chr2	238235081	238235081	chr2	238234367	238242091	NM_057167	INTRON2	COL6A3	1293
chr2	238235081	238235081	chr2	238234367	238242091	NM_004369	INTRON2	COL6A3	1293
chr2	238235081	238235081	chr2	238234367	238242091	NM_057166	INTRON2	COL6A3	1293
chr5	150838117	150838117	chr5	150827374	150838347	NM_078483	INTRON1	SLC36A1	206358
chr7	130012956	130012956	chr7	130010289	130018288	NM_001868	5P2	CPA1	1357
chr8	121234297	121234297	chr8	121228729	121237325	NM_021110	INTRON14	COL14A1	7373
chr8	121244065	121244065	chr8	121243857	121256116	NM_021110	INTRON19	COL14A1	7373
chr11	2712285	2712285	chr11	2683311	2790072	NM_000218	INTRON11	KCNQ1	3784
chr11	2712285	2712285	chr11	2683311	2790072	NR_040711	INTRON11	KCNQ1	3784
chr11	2715531	2715531	chr11	2683311	2790072	NM_000218	INTRON11	KCNQ1	3784
chr11	2715531	2715531	chr11	2683311	2790072	NR_040711	INTRON11	KCNQ1	3784
chr11	82539503	82539503	chr11	82536164	82549427	NM_005040	INTRON1	PRCP	5547
chr11	82539503	82539503	chr11	82536164	82549427	NM_199418	INTRON1	PRCP	5547
chr13	46618289	46618289	chr13	46617321	46625320	NM_001872	3P2	CPB2	1361
chr13	46636234	46636234	chr13	46632516	46638781	NM_001872	INTRON3	CPB2	1361
chr13	46655500	46655500	chr13	46653036	46656574	NM_001872	INTRON7	CPB2	1361
chr13	46668301	46668301	chr13	46661955	46679069	NM_001872	INTRON10	CPB2	1361
chr13	46676194	46676194	chr13	46661955	46679069	NM_001872	INTRON10	CPB2	1361
chr13	99367795	99367795	chr13	99364838	99368130	NM_005073	INTRON14	SLC15A1	6564
chr13	110916818	110916818	chr13	110895081	110959289	NM_001845	INTRON51	COL4A1	1282
chr14	70564803	70564803	chr14	70527656	70633354	NM_182932	INTRON5	SLC8A3	6547
chr14	70564803	70564803	chr14	70527656	70633354	NM_058240	INTRON6	SLC8A3	6547
chr14	70564803	70564803	chr14	70527656	70633354	NM_183002	INTRON6	SLC8A3	6547
chr14	70564803	70564803	chr14	70530646	70633354	NM_033262	INTRON6	SLC8A3	6547
chr17	48273154	48273154	chr17	48273026	48273282	NM_000088	INTRON35	COL1A1	1277
