Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr10	128602100	128602100	chr10	128594132	128768964	NM_001380	INTRON1	DOCK1	1793
chr10	128604612	128604612	chr10	128594132	128768964	NM_001380	INTRON1	DOCK1	1793
chr10	129041540	129041540	chr10	128926028	129046270	NM_001380	INTRON27	DOCK1	1793
chr11	35161075	35161075	chr11	35160917	35198120	NM_000610	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001391	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202557	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202555	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001202556	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001389	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001390	INTRON1	CD44	960
chr11	35161075	35161075	chr11	35160917	35198120	NM_001001392	INTRON1	CD44	960
chr16	30130492	30130492	chr16	30129859	30133143	NM_001040056	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_001109891	INTRON6	MAPK3	5595
chr16	30130492	30130492	chr16	30129859	30133143	NM_002746	INTRON7	MAPK3	5595
