Searched for chr	interval Low	interval High	ucscRefSeqGene node ChromName	node Low	node High	node RefSeqGeneName	node IntervalName	node GeneHugoSymbol	node GeneEntrezId
chr4	15743390	15743390	chr4	15735796	15743795	NM_004334	3P2	BST1	683
chr8	131920535	131920535	chr8	131916288	131921952	NM_001115	INTRON12	ADCY8	114
chr8	131936278	131936278	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936853	131936853	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131936876	131936876	chr8	131922112	131949317	NM_001115	INTRON13	ADCY8	114
chr8	131954651	131954651	chr8	131949446	131955595	NM_001115	INTRON14	ADCY8	114
chr10	54063161	54063161	chr10	54060110	54068109	NM_006258	3P2	PRKG1	5592
chr10	54063161	54063161	chr10	54060110	54068109	NM_001098512	3P2	PRKG1	5592
chr15	33678717	33678717	chr15	33603297	33765618	NM_001243996	INTRON1	RYR3	6263
chr15	33678717	33678717	chr15	33603297	33765618	NM_001036	INTRON1	RYR3	6263
chr15	34134589	34134589	chr15	34134236	34135687	NM_001243996	INTRON90	RYR3	6263
chr15	34134589	34134589	chr15	34134236	34135687	NM_001036	INTRON91	RYR3	6263
chr15	34139565	34139565	chr15	34137263	34140490	NM_001243996	INTRON92	RYR3	6263
chr15	34139565	34139565	chr15	34137263	34140490	NM_001036	INTRON93	RYR3	6263
chr17	64340379	64340379	chr17	64302245	64492317	NM_002737	INTRON2	PRKCA	5578
chr20	8450246	8450246	chr20	8352097	8608939	NM_015192	INTRON3	PLCB1	23236
chr20	8450246	8450246	chr20	8352097	8608939	NM_182734	INTRON3	PLCB1	23236
